Price,Screen Size,Processor,RAM,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Brand Name,Series,Item model number,Operating System,Item Weight,Product Dimensions,Item Dimensions L x W x H,Color,Processor Brand,Processor Count,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Hard Drive Rotational Speed,Optical Drive Type,Batteries,Average Battery Life (in hours),Hardware Platform,Rear Webcam Resolution,Power Source,Voltage,Memory Speed,California residents,Graphics Card Ram Size,National Stock Number,Package Dimensions,Audio-out Ports (#),Battery Type,Screen Resolution Width,Screen Resolution Height
365.0,15.6,2.2 GHz Core i3 Family,8 GB,1 TB mechanical_hard_drive,Intel UHD Graphics 620,Intel UHD Graphics 620,Integrated,802.11ac,,,Lenovo,Lenovo_i3_8GB_Red,,Windows 10,5.68 pounds,,,Coral Red,Intel,2.0,DDR4 SDRAM,,Serial ATA,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,21.1 x 13 x 2.8 inches,,,1366,768
329.0,15.6,8032,DDR4,500 GB Mechanical Hard Drive,AMD Radeon R4,AMD,Integrated,802.11ac,1.0,2.0,HP,5YK63UT#ABA,5YK63UT,,5.4 pounds,9.7 x 14.8 x 0.9 inches,9.7 x 14.8 x 0.9 inches,Black,,1.0,,512.00,Serial ATA,7200 RPM,No Optical Drive,1 12V batteries required.,,,720 pixels,Corded-Electric,,1866 MHz,,0.01 GB,,,,,1366,768
289.0,14.0,Pentium,16 GB DDR4,mechanical_hard_drive,intel,,Integrated,"802.11bgn"", Bluetooth,"" 802.11ac",,,Lenovo,ideapad 2-in-1,14,Windows 10,3.75 pounds,12.9 x 9 x 0.8 inches,12.9 x 9 x 0.8 inches,Black,Intel,2.0,DDR4 SDRAM,512 GB,,5400 RPM,,1 Lithium Polymer batteries required. (included),,Windows,,,,1600 MHz,,,,,,,1920,1080
724.88,14.0,2.4 GHz Intel Core i5,8 GB,256 GB SSD,Intel HD Graphics 620,intel,Integrated,"802.11abg"", 802.11a/b/g/n/ac, 802.11a/b/g/n,"" 802.11a",,,Lenovo,T480,,Windows 10,5.65 pounds,,,Black,Intel,2.0,SDRAM,,Serial ATA,,,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,18.6 x 12 x 3.2 inches,,,1920,1080
397.1,15.6,2.6 GHz Intel Core i5,16 GB,500 GB HDD 5400 rpm,Intel HD Graphics 4400,,Integrated,,,,Lenovo,Lenovo Thinkpad,,Windows 10,5.29 pounds,,,,Intel,2.0,DDR3 SDRAM,,Serial ATA,,,1 Lithium Metal batteries required. (included),,PC,,,,,,,,20 x 15 x 3.5 inches,,,1920,1080
238.89,11.6,1.1 GHz Intel Celeron,4 GB,64 GB SSD,Graphics 500,intel,integrated,802.11ac,,,HP,X360,,Windows 10,4.4 pounds,,,White,Intel,2.0,SDRAM,64 GB,Serial ATA,,,1 Lithium ion batteries required.,,PC,,,,,,,,17.7 x 11.2 x 3.6 inches,,,1920,1080
44.99,7.0,1.2 GHz,1 GB SDRAM DDR3,8 GB,mali400,,,802.11b,,,Haehne,Touch,HN-PAD-86A-Pink-,Android 5.1 Lollipop,9.3 ounces,7.2 x 4.8 x 0.4 inches,7.17 x 4.76 x 0.43 inches,pink-,AMD,4.0,,8 GB,USB,,,1 Lithium Polymer batteries required. (included),36 hours,PC,2 MP,AC & Battery,,,,,,,,,1024,600
139.99,11.6,2.48 GHz Intel Celeron,4 GB,32 GB SSD,Intel,intel,Integrated,802.11ac,,,HP,HP Stream-11,HP Stream-11,Windows 10,4.4 pounds,11.8 x 8.1 x 0.7 inches,11.8 x 8.1 x 0.7 inches,Blue,Intel,2.0,DDR3 SDRAM,,Solid State,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,,,,1366,768
1429.95,15.6,4.4 GHz 8032,16 GB DDR,1000 GB flash_memory_solid_state,NVIDIA GeForce GTX 1070,nvidia,Dedicated,802.11ac,1.0,,Alienware,Alienware 15R3,AW15R3-7390SLV,Windows 10,7.69 pounds,15.3 x 12 x 1 inches,15.31 x 12.01 x 1 inches,Epic Silver,Intel,4.0,GDDR5,512,Solid State,7200 RPM,,,7 hours,PC; Notebook,,,,,,,,,,,1920,1080
448.5,15.6,2.2 GHz Intel Core i3,8 GB,1 TB HDD,Intel HD Graphics 620,Intel,Integrated,802.11ac,,,Acer,Acer,Acer,Windows 10 Home,7 pounds,15 x 10.2 x 1.2 inches,15.02 x 10.2 x 1.19 inches,,Intel,2.0,DDR3 SDRAM,,Serial ATA,,,1 Lithium ion batteries required.,,PC,,,,,,,,,,,1920,1080
552.01,13.5,2.5 GHz Intel Core i5,4 GB DDR3,128 GB,Intel HD Graphics 620,,Integrated,802.11ac,,,Microsoft,Microsoft Surface,Microsoft Surface,Windows 10,6.14 pounds,8.8 x 12.1 x 0.6 inches,8.78 x 12.12 x 0.56 inches,Platinum,Intel,2.0,DDR3 SDRAM,128 GB,Solid State,,,,,PC,,AC & Battery,,,,,,,,,2256,1504
179.99,10.1,1.6 GHz,2 GB,16 GB SSD,1,,,"Bluetooth"","" 802.11bgn",,,Samsung,Tab A,T580N,Android 6.0 Marshmallow,11.5 ounces,10 x 6.1 x 0.3 inches,10 x 6.1 x 0.3 inches,,Exynos 7870,8.0,,16 GB,,,,1 Lithium ion batteries required. (included),13 hours,Android,8 MP,AC & Battery,,,,,,,,,1920,1200
420.0,15.6,3.5 GHz 8032,8 GB DDR4,1000 GB Mechanical Hard Drive,NVIDIA GeForce GTX 1050,NVIDIA,Dedicated,802.11ac,,3.0,Dell,5328BLK,i5577-5328BLK-PUS,Windows 10 Home,5.66 pounds,10.4 x 15.7 x 1 inches,10.43 x 15.7 x 0.99 inches,Black,Intel,4.0,,1 TB,Serial ATA,5400 RPM,No Optical Drive,1 Lithium Metal batteries required. (included),8 hours,PC,5 MP,,,,,4 GB,,,,,1920,1080
1758.99,15.4,2.2 GHz Intel Core i7,16 GB DDR3,256 GB Flash Memory Solid State,AMD Radeon Pro 555X,AMD,Dedicated,802.11ac,,,Apple,MacBook Pro,,macOS 10.13 High Sierra,4 pounds,9.5 x 13.8 x 0.6 inches,9.5 x 13.8 x 0.6 inches,Silver,Intel,1.0,DDR SDRAM,256.00,ATA-4,2.6,,1 Lithium ion batteries required. (included),10 hours,PC,,,,,,512,,,,,2880,1800
65.87,10.1,1.2 GHz,2 GB,16 GB,RK3126,ROCK CHIP,,802.11bgn,1.0,,Famishow,Touch,TIQ-10413BK,,1.93 pounds,,,Black,ROCK CHIP,4.0,DDR3 SDRAM,16 GB,,,,1 Lithium Polymer batteries required. (included),4 hours,android 8.1,2 MP,Battery,,1.2 GHz,,,,12.1 x 8 x 2.8 inches,,,1280,800
903.95,15.6,2 GHz Core i7 Family,8 GB DDR4,128 GB Flash Memory Solid State,Intel UHD Graphics 630,Intel,Integrated,,,,Dell,7070,7070,Windows 10 Professional,2.6 pounds,7 x 1.4 x 7.2 inches,7 x 1.4 x 7.2 inches,,Intel,1.0,,8,Solid State,0.01 RPM,None,,,PC,,,,,,,,,,,1920,1080
230.0,11.6,1.83 GHz Intel Celeron,4 GB DDR3,128 GB flash_memory_solid_state,Intel HD graphics,intel,Integrated,"802.11b"", 802.11g,"" 802.11n",1.0,,Lenovo,Thinkpad 11e,20D90027US,Windows 10 Home,3.51 pounds,11.8 x 8.5 x 0.9 inches,11.81 x 8.5 x 0.9 inches,Black,Intel,4.0,DDR3 SDRAM,128,,,,1 CR5 batteries required. (included),,Windows,,,,1600 MHz,,,,,,,1920,1080
455.96,17.3,2.9 GHz Intel Core i3,8 GB,1000 GB HDD 7200 rpm,Intel UHD Graphics 620,Intel,Integrated,,,,HP,HP 17-by1061st,6GS68UA,Windows 10,6.88 pounds,,,,Intel,1.0,DDR4 SDRAM,,Serial ATA-600,5400 RPM,,1 Lithium ion batteries required.,9.5 hours,PC,,,,,,,,20.5 x 13.5 x 3 inches,,,1600,900
99.0,10.0,2 GHz,4 GB,64 GB,MediaTek,,,"802.11b/g"", 802.11bgn,"" 802.11b",,,DongPai,Touch,,Android 7.0 Nougat,2.16 pounds,,,Black,MTK,8.0,"DDR2 SDRAM"", DDR3 SDRAM,"" DDR DRAM",64 GB,USB,,,1 Lithium Polymer batteries required.,5 years,PC,8 MP,DC,,,,,,12 x 8.3 x 2.8 inches,,,1920,1200
2579.99,15.6,2.6 GHz Intel Core i7,16 GB DDR4,512 GB Flash Memory Solid State,NVIDIA GeForce,NVIDIA,Dedicated,802.11g,,3.0,Lenovo,ThinkPad P52,20M90024US,,5.67 pounds,19 x 13.2 x 4 inches,19 x 13.25 x 4 inches,,Intel,1.0,,16,Solid State,7200 RPM,No Optical Drive,1 Lithium ion batteries required. (included),,,,,,2400 MHz,,1 GB,,,,,1920,1080
1325.0,14.0,2.6 GHz 8032,16 GB DDR4,Flash Memory Solid State,NVIDIA GeForce MX130,nvidia,Integrated,802.11g,,,Dell,Dell Latitude,2K7MW,Windows 10 Pro,3.63 pounds,9 x 13.1 x 0.8 inches,9 x 13.1 x 0.8 inches,,Intel,6.0,,512.0,,,No Optical Drive,1 Lithium ion batteries required. (included),,PC,,"Corded-Electric"","" Battery",,,,2 GB,,,,,1920,1080
379.95,15.6,3.1 GHz Intel Core i5,8 GB DDR4,1000 GB Hybrid Drive,HD graphics 620,Intel,Integrated,802.11g,2.0,,ASUS,NON touch,,Windows 10 Home,4.4 pounds,15 x 9.9 x 1.1 inches,15 x 9.9 x 1.1 inches,,Intel,2.0,,8.0,Serial ATA,5400 RPM,,,,PC,,,,,,,,,,,1920,1080
195.0,10.0,2 GHz Celeron 3865U,6 GB SDRAM DDR3,64 GB,MTK,,,"802.11bgn"","" Bluetooth",,,KuBi,Touch,,,2.2 pounds,9.5 x 6.7 x 0.4 inches,9.5 x 6.7 x 0.4 inches,Black,,10.0,DDR3 SDRAM,64 GB,,,,1 Lithium Polymer batteries required. (included),7 hours,PC,13 MP,DC,,2.8 GHz,,,,,,,1920,1200
114.95,11.6,2.16 GHz Intel Celeron,2 GB DDR3L,16 GB SSD,Intel HD Graphics,Intel,Integrated,802.11ac,1.0,1.0,Samsung,Chromebook 2,XE500C12-K01US,Chrome OS,2.65 pounds,8.1 x 11.4 x 0.7 inches,8.06 x 11.4 x 0.66 inches,Silver,Intel,2.0,DDR3 SDRAM,16.0,Solid State,1 RPM,No Optical Drive,1 Lithium Metal batteries required. (included),9 hours,PC,,AC,,1600 MHz,,,,,,,1366,768
312.99,11.6,8032,,emmc,,intel,,802.11ac,,,Dell,30J93,30J93,,3.39 pounds,8.2 x 12 x 0.8 inches,8.2 x 12 x 0.8 inches,,,1.0,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,1366,768
1699.0,13.3,1.8 GHz Intel Core i7,16 GB,512 GB SSD,Intel UHD Graphics 620,Intel,Integrated,"802.11ac"","" Bluetooth",,,HP,HP Spectre x360 13t 4K Convertible,Spectre x360 13ap00,Windows 10,2.93 pounds,12.2 x 8.6 x 0.6 inches,12.16 x 8.58 x 0.57 inches,Poseidon Blue,Intel,4.0,DDR4 SDRAM,,Solid State,,,1 Lithium ion batteries required.,,PC,,AC & Battery,,2400 MHz,,,,,,,3840,2160
999.99,15.6,3 GHz Intel Core i7,16 GB DDR4,1 TB Mechanical Hard Drive,Intel UHD Graphics 630,Intel,Integrated,,4.0,,Dell,5070,5070,Windows 10 Professional,11.6 pounds,11.5 x 3.7 x 11.4 inches,11.5 x 3.7 x 11.4 inches,,Intel,1.0,DDR4 SDRAM,16,Serial ATA,7200 RPM,DVD-RW,,,PC,,,,3 GHz,,,,,,,1920,1080
875.75,15.6,3 GHz Ryzen 7 Pro 1700,16 GB ddr4_sdram,256 GB SSD,,,,,,,Dell,,,Windows 10,13.4 pounds,11.5 x 11.4 x 3.6 inches,11.5 x 11.4 x 3.6 inches,,AMD,8.0,SDRAM,256 GB,Serial ATA,,,,,PC,,,,,,,,,,,1920,1080
299.99,15.6,2 GHz AMD A Series,8 GB DDR3,1 TB HDD 5400 rpm,integrated intel hd graphics,Intel,Integrated,"802.11b"","" 802.11g",1.0,,HP,hp 15 bundle,2DW05UA,Windows 10,4.52 pounds,15 x 10 x 0.9 inches,14.96 x 9.99 x 0.94 inches,Blue,AMD,4.0,SDRAM,1 TB,Serial ATA,5400.00,,1 Lithium Polymer batteries required. (included),6 hours,PC,,AC & Battery,,2133 MHz,,,,,,,1366,768
669.0,11.6,3.2 GHz Intel Core i5,12 GB DDR,128 GB flash_memory_solid_state,Intel HD Graphics 615,,Integrated,,,,Lenovo,FBA_190793581456,FBA_190793581456,Windows 10,2.29 pounds,11.1 x 7.7 x 0.6 inches,11.1 x 7.7 x 0.6 inches,Silver,Intel,4.0,DDR3 SDRAM,128 GB,,,,1 Lithium Polymer batteries required. (included),,Windows,,,,,,,,,,,1920,1080
2199.0,17.3,2.6 GHz Intel Core i7,32 GB DDR4,2 TB Hybrid,NVIDIA GeForce RTX 2070,NVIDIA,dedicated,802.11ac,,,SAGER,NP8377,NP8377,Windows 10,6.5 pounds,10.8 x 15.7 x 1.2 inches,10.82 x 15.7 x 1.18 inches,,Intel,6.0,SDRAM,,Serial ATA,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,,,,1920,1080
839.0,15.6,8032,DDR4_SDRAM,,,,,802.11ac,,,Dell,Dell Latitude,94RVX,,6 pounds,9.3 x 14.1 x 0.8 inches,9.3 x 14.1 x 0.8 inches,,,1.0,,256 GB,,,,1 Lithium ion batteries required. (included),,,,"Corded-Electric"","" Battery",,,,,,,,,1920,1080
729.99,15.6,1.8 GHz Intel Core i7,8 GB DDR4,1000 GB,Intel HD Graphics,Intel,Integrated,802.11ac,,,HP,Spectre x360,15t,Windows 10 Home,4.71 pounds,14.1 x 9.7 x 0.7 inches,14.13 x 9.68 x 0.74 inches,,Intel,4.0,DDR4 SDRAM,256 GB,,7200.00,,1 Lithium ion batteries required.,,PC,,,,2400 MHz,,1.00,,,,,1920,1080
2062.27,14.0,1.8 GHz Intel Core i7,8 GB DDR3,256 GB Flash Memory Solid State,Intel UHD Graphics 620,Intel,Integrated,802.11g,1.0,2.0,Lenovo,X1 Carbon 6th Gen,20KH002MUS,Windows 10 Pro,4.45 pounds,3.2 x 11.9 x 18.7 inches,3.2 x 11.9 x 18.7 inches,Black,Intel,4.0,DDR3 SDRAM,256.0,Solid State,2 RPM,DVD+RW,1 Lithium Metal batteries required. (included),6 hours,PC,,AC & Battery,120 volts,2133 MHz,,,,,,,1920,1080
414.98,12.5,2.6 GHz Intel Core i7,16 GB DDR,256 GB SSD,,,,,,,Dell,Latitude,Latitude E7270,Windows 10,2.77 pounds,8.5 x 12.2 x 0.7 inches,8.47 x 12.22 x 0.74 inches,,Intel,2.0,SDRAM,256 GB,Solid State,,,1 Lithium ion batteries required.,,PC,,,,,,,,,,,1366,768
860.18,15.6,3.2 GHz 8032,8 GB ddr4_sdram,256 GB Solid state drive,AMD,,Dedicated,,6.0,4.0,HP,5KM54UT,5KM54UT,Windows 10 Professional,13.3 pounds,2 x 4 x 8 inches,2 x 4 x 8 inches,,Intel,8.0,,256.00,Serial ATA,1,DVD+RW,,,Windows,,,,,,2 GB,,,,,1920,1080
484.99,15.6,2.7 GHz AMD A Series,16 GB,512 GB flash_memory_solid_state,AMD Radeon R7,amd,Dedicated,802.11ac,,,ASUS,VivoBook F510QA,VivoBook F510QA,Windows 10,5.58 pounds,14.2 x 10.1 x 0.8 inches,14.2 x 10.1 x 0.8 inches,,Intel,4.0,DDR4 SDRAM,16 GB,Solid State,,,,,PC,,,,,,,,,,,1920,1080
297.49,8.0,,,16 GB,D,,,,,,Alcatel,,,,1.19 pounds,,,,,4.0,,16 GB,,,,1 Lithium ion batteries required. (included),6 hours,,5 MP,Battery,,,,,,8.6 x 5.5 x 1.6 inches,,,1280,800
789.0,13.3,1.8 GHz Intel Core i7,8 GB DDR,512 GB SSD,Intel UHD Graphics 620,,Integrated,802.11ac,1.0,,Dell,Dell i5379,5.35 pounds,Windows 10,3.97 pounds,12.8 x 8.8 x 0.8 inches,12.76 x 8.85 x 0.77 inches,Gray,Intel,4.0,DDR SDRAM,512 GB,Solid State,,,1 Lithium ion batteries required. (included),8 hours,PC,,AC & Battery,,2133 MHz,,,,,,,1920,1080
1275.0,14.0,8032,DDR3,Flash Memory Solid State,,intel,Integrated,802.11ac,,2.0,Lenovo,20N2002AUS,20N2002AUS,,4.95 pounds,2 x 4 x 8 inches,2 x 4 x 8 inches,,,1.0,,,Solid State,2 RPM,None,1 Lithium ion batteries required.,,,,,120 volts,,,2 GB,,,,,1920,1080
1299.99,15.6,2.2 GHz Core i7 8750H,16 GB,512 GB SSD,NVIDIA GeForce GTX 1070 8GB,Intel,dedicated,,2.0,,ASUS,GX531GS,GX531GS,Windows 10,4.61 pounds,14.2 x 10.6 x 0.6 inches,14.2 x 10.6 x 0.6 inches,,Intel,6.0,DDR4 SDRAM,512 GB,Solid State,,,,,PC,,,,,,,,,,,1920,1080
349.0,15.6,2.2 GHz AMD A Series,4 GB DDR3,1 TB HDD 5400 rpm,AMD Radeon R2,amd,Integrated,,1.0,,HP,HP 255,W2N46UA,Windows 10,4.32 pounds,,,,AMD,4.0,GDDR5,,ATA,,,1 Lithium ion batteries required. (included),,PC,,,,2133 MHz,,,,19.9 x 12.2 x 3 inches,,,1366,768
649.99,15.6,2.5 GHz Intel Core i5,8 GB SO-DIMM,1 TB flash_memory_solid_state,Intel HD Graphics 620,Intel,Integrated,"802.11ac"","" 802.11bgn",1.0,,HP,HP 15-DA0083OD,,Windows 10 Pro,4.41 pounds,,,,Intel,2.0,DDR4 SDRAM,,Serial ATA,5400 RPM,,1 Lithium ion batteries required. (included),,PC,,AC & Battery,,2400 MHz,,,,19.9 x 2.6 x 1.3 inches,,,1360,768
69.99,10.1,1.5 GHz Athlon 64 2650,2 GB,32 GB,MTK Quad-core,,,802.11bgn,,,ibowin,M130,M130,Android 8.1 Oreo,1.23 pounds,9.4 x 6.7 x 0.4 inches,9.45 x 6.65 x 0.36 inches,White,MTK Quad-core,4.0,DDR3 SDRAM,32 GB,ATA133,,,1 Lithium Polymer batteries required. (included),,Android 8.1 Oreo,2 MP,AC & Battery,,,,,,,,,1280,800
89.99,10.1,Intel Atom,1 GB,,Intel Atom,,,Bluetooth,,,Smartab,ST1009X,ST1009X,,1 pounds,,,,intel,1.0,,32 GB,,,,1 Lithium ion batteries required.,2 hours,"Android 6.0 Marshmallow"","" Android",,,,,,,,11.5 x 7.9 x 2.7 inches,,,1280,800
69.99,8.0,,,16 GB,IPS,,,,,,B.B.PAW,,,Android,2.2 pounds,,,Blue,,,,16 GB,,,,,2 years,Android,200 MP,,,,,,,12.6 x 8.4 x 1.5 inches,,,1920,1080
527.99,15.6,2.7 GHz AMD A Series,16 GB,1 TB SSD,AMD Radeon R7,AMD,Dedicated,,,,ASUS,Asus,Asus,Windows 10,3.7 pounds,14.2 x 9.6 x 0.8 inches,14.2 x 9.6 x 0.8 inches,,AMD,4.0,DDR4 SDRAM,1 TB,Serial ATA,,,,,PC,,,,,,,,,,,1920,1080
65.99,7.0,Cortex,,8 GB,,,,,,,Ainol,Touch,,,1.75 pounds,,,Red,,4.0,,8 GB,,,,,5 hours,Android,0.3 MP,Battery,,,,,,12.4 x 8.2 x 1.5 inches,,,1024,600
639.0,15.6,1.8 GHz Core i7 8550U,12 GB,1 TB HDD 5400 rpm,Intel UHD Graphics 620,intel,Integrated,802.11ac,,,Lenovo,330s,Ideapad 330s 15,Windows 10,4.12 pounds,,,,Intel,4.0,DDR4 SDRAM,16 GB,Serial ATA-600,,,1 Lithium ion batteries required. (included),,PC,,,,2400 MHz,,,,20.1 x 12.3 x 2.6 inches,,,1366,768
1303.48,17.3,2.3 GHz AMD Ryzen 7,16 GB DDR,512 GB flash_memory_solid_state,NVIDIA GeForce GTX 1660Ti GDDR6 6GB,NVIDIA,Dedicated,802.11ac,1.0,1.0,ASUS,TUF705DU-PB74,TUF705DU-PB74,Windows 10,12.3 ounces,15.7 x 11 x 1 inches,15.7 x 11 x 1 inches,Gold Steel,AMD,4.0,DDR SDRAM,512.00,Solid State,1,BD-R,1 Lithium ion batteries required. (included),,PC,,,,,,1 GB,,,,,1920,1080
139.17,12.5,,32 GB,32 GB,HD 620,,,Bluetooth,,,Evoo,,EV-C-125-3-SL,Windows 10,2.09 pounds,11.6 x 10.9 x 2 inches,11.6 x 10.9 x 2 inches,silver,,4.0,DDR DRAM,32 GB,,,,,8 hours,Windows,1 pixels,,,,,,,,,,1920,1080
759.0,13.3,1.7 GHz Intel Core i7,8 GB,500 GB flash_memory_solid_state,,intel,integrated,802.11abg,,,Apple,MacBook Air,,macOS 10.14 Mojave,2.96 pounds,,,"13"""" 1.7GHz / 8GB / 500GB Solid State Drive",Intel,2.0,DDR3 SDRAM,,Solid State,,,1 Lithium Polymer batteries required. (included),,Mac,,,,1600 MHz,,,,14.3 x 10.5 x 2.9 inches,,,1920,1080
379.99,14.0,1.6 GHz Intel Core i5,8 GB DDR4,128 GB SSD,Intel HD Graphics 620,,Integrated,802.11ac,,,Lenovo,Lenovo Ideapad Flex,81EM000KUS,Windows 10,3.53 pounds,21 x 12 x 3 inches,21 x 12 x 3 inches,Onyx Black,Intel,4.0,DDR4 SDRAM,128 GB,Solid State,,,1 Lithium Polymer batteries required. (included),8 hours,PC,,AC & Battery,,,,,,,,,1920,1080
279.99,15.6,2.2 GHz Intel Celeron,8 GB ddr4_sdram,128 GB flash_memory_solid_state,Intel HD Graphics 500,,,Bluetooth,,,Highwings,,,Windows 10,,,,,Intel,4.0,DDR SDRAM,,Ethernet 100Base-TX,,,,,PC,,DC,,,,,,,,,1920,1080
369.0,15.6,2.6 GHz AMD A Series,8 GB DDR4,2 TB HDD 5400 rpm,AMD Radeon R4,amd,Dedicated,"802.11bgn"","" Bluetooth",,,HP,Pavilion,15,Windows 10,5.67 pounds,14.8 x 9.7 x 0.9 inches,14.8 x 9.7 x 0.9 inches,,AMD,2.0,DDR4 SDRAM,,Serial ATA,5400.00,,1 Lithium ion batteries required. (included),9 hours,PC,,AC & Battery,,,,,,,,,1920,1080
459.0,17.3,2.5 GHz Intel Core i5,12 GB DDR,1 TB HDD 5400 rpm,Intel HD Graphics 620,intel,Integrated,802.11bgn,2.0,,HP,HP 17,T8TJG,Windows 10,3.24 pounds,16.5 x 11 x 1 inches,16.5 x 11 x 1 inches,Black,Intel,2.0,SODIMM,,Serial ATA-600,5400.00,,1 Lithium ion batteries required.,,PC,,,,,,,,,,,1600,900
521.0,15.6,4 GHz Intel Core i5,8 GB ddr4_sdram,1 TB mechanical_hard_drive,Intel,,,802.11bgn,,,Dell,Dell,,Windows 10,16.95 pounds,19 x 16 x 14 inches,19 x 16 x 14 inches,,Intel,,GDDR4,,Serial ATA,,,,,PC,,,,,,,,,,,1920,1080
439.0,14.0,2.3 GHz Intel Core i5,8 GB,1000 GB 1TB Mechanical Hard Drive,Intel HD Graphics520,Intel HD Graphics 520,Integrated,802.11ac,,2.0,Lenovo,FBA_80SA0003US,Flex 4 14 (80SA0003US),Windows 10,3.8 pounds,13.2 x 0.8 x 9.1 inches,13.24 x 0.82 x 9.13 inches,black,Intel,2.0,,,,5400 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,1920,1080
877.68,15.6,8032,4 GB DDR4,500 GB mechanical_hard_drive,,intel,Integrated,802.11ac,,3.0,Dell,Touch,WWD81,Windows 10 Pro,7 pounds,9.9 x 14.8 x 0.8 inches,9.9 x 14.8 x 0.8 inches,,,1.0,,,Serial ATA,7200,No Optical Drive,1 Lithium ion batteries required. (included),,,,Corded-Electric,,,,4,,,,,1366,768
760.0,15.6,1.6 GHz Intel Core i5,12 GB,512 GB SSD,Intel UHD Graphics 620,intel,Integrated,802.11ac,,,Lenovo,Yoga 730 2-in-1,,Windows 10,6.4 pounds,14.2 x 9.8 x 0.7 inches,14.2 x 9.8 x 0.7 inches,Abyss Blue,Intel,4.0,SDRAM,512 GB,Serial ATA,,,1 Lithium ion batteries required.,,PC,,,,,,,,,,,1920,1080
719.99,14.0,8032,DDR4,flash_memory_solid_state,Intel UHD Graphics 620,,Integrated,,,,Dell,Dell Latitude,PT7PN,,5.65 pounds,,,,,1.0,,256 GB,,,,1 Lithium ion batteries required. (included),,,,Battery,,,,,,17.4 x 12.1 x 3 inches,,,1920,1080
214.89,15.6,Intel Core i7,6 GB,mechanical_hard_drive,Intel HD Graphics 400,intel,Integrated,802.11bgn,1.0,,ASUS,E406,E406,Windows 10 Home,2.9 pounds,12.8 x 8.9 x 0.7 inches,12.8 x 8.9 x 0.7 inches,,,2.0,DDR3 SDRAM,64 GB,,5400 RPM,,1 Lithium ion batteries required.,,,,,,2.4 GHz,,,,,,,1920,1080
1649.99,14.0,1.9 GHz 8032,16 GB LPDDR3,Flash Memory Solid State,Intel UHD Graphics 620,Intel,Integrated,802.11abg,,,Lenovo,Lenovo Thinkpad Yoga,20LD001CUS,Windows 10 Pro,3.09 pounds,13.1 x 9 x 0.7 inches,13.1 x 9 x 0.7 inches,Black,Intel,4.0,,1024.0,Serial ATA,7200 RPM,No Optical Drive,1 Lithium ion batteries required. (included),,Windows,,,120 volts,2133 MHz,,2 GB,,,,,2560,1440
50.99,7.0,1.2 GHz Athlon 2650e,1 GB,8 GB,NVIDIA,,,"802.11a"","" 802.11abg",1.0,,BENEVE,,m7blue001,Android,10.6 ounces,7.5 x 4.7 x 0.4 inches,7.48 x 4.72 x 0.39 inches,coo1,Qualcomm,4.0,SDRAM,8 GB,,5400.00,,1 Lithium Polymer batteries required. (included),4 hours,PC,2 MP,"Corded-Electric"","" Battery",,,,,,,,,1024,600
1095.98,13.3,2.5 GHz Intel Core i7,8 GB,256 GB flash_memory_solid_state,Intel HD Graphics 520,,Integrated,Bluetooth,,,HP,Spectre,L0Q51UA,Windows 10,3.33 pounds,12.8 x 8.6 x 0.6 inches,12.8 x 8.58 x 0.63 inches,Silver/gray,Intel,2.0,DDR3 SDRAM,256,ATA,,,1 Lithium ion batteries required. (included),12 hours,PC,11 MP,,,1600 MHz,,,,,,,1920,1080
1293.46,17.3,2.6 GHz Intel Core i7,16 GB SO-DIMM,512 GB Flash Memory Solid State,,NVIDIA,Dedicated,802.11ac,,4.0,MSI,GL75 9SDK-057,GL75 9SDK-057,Windows 10,8.41 pounds,15.6 x 10.7 x 1.1 inches,15.63 x 10.67 x 1.1 inches,,Intel,6.0,SODIMM,512,Solid State,1,No Optical Drive,,,,,,,,,,,,,,1920,1080
119.99,15.6,1.44 GHz Intel Atom,4 GB ddr3l,32 GB,Intel Integrated Graphics,,,,,,AWOW,Stick Cherry-432,,Windows 10 Home,2.24 ounces,4.8 x 1.4 x 0.5 inches,4.8 x 1.45 x 0.47 inches,Black,Intel,4.0,DDR SDRAM,32 GB,Solid State,,,,,PC,,,,,,,,,,,1920,1080
1250.0,15.6,2.6 GHz Intel Core i7,16 GB DDR4,256 GB NVMe Super RAID 4,NVIDIA GeForce® GTX1060 6G GDDR5,NVIDIA,Dedicated,,,,MSI,GS65 Stealth THIN-051,GS65 Stealth THIN-051,Windows 10,3.97 pounds,14.1 x 9.8 x 0.7 inches,14.08 x 9.75 x 0.7 inches,Matte Black with Gold Diamond Cut,Intel,6.0,GDDR5,256,Solid State,,,1 Lithium ion batteries required.,,PC,,,,,,6 GB,,,,,1920,1080
