Price,Screen Size,Processor,RAM,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Brand Name,Series,Item model number,Operating System,Item Weight,Product Dimensions,Item Dimensions L x W x H,Color,Processor Brand,Processor Count,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Hard Drive Rotational Speed,Optical Drive Type,Batteries,Average Battery Life (in hours),Hardware Platform,Rear Webcam Resolution,Power Source,Voltage,Memory Speed,California residents,Graphics Card Ram Size,National Stock Number,Package Dimensions,Audio-out Ports (#),Battery Type,Screen Resolution Width,Screen Resolution Height
309.0,15.6,2.7 GHz AMD A Series,12 GB DDR,1 TB HDD 5400 rpm,AMD Radeon R7,AMD,Dedicated,802.11ac,,,Lenovo,Lenovo 320 Laptop,Lenovo 320,Windows 10,4.85 pounds,14.9 x 10.2 x 0.9 inches,14.9 x 10.2 x 0.9 inches,Gray,AMD,4.0,DDR4 SDRAM,1 TB,Serial ATA-600,5400.00,,1 Lithium ion batteries required.,,PC,,AC & Battery,,,,,,,,,1360,768
697.56,13.3,1.6 GHz Intel Core i5,8 GB,512 GB mechanical_hard_drive,Intel graphics,intel,,,,,Dell,Dell laptop,,Windows 10,4.82 pounds,,,,Intel,4.0,DDR4 SDRAM,,Solid State,,,,,PC,,,,,,,,14.8 x 13.6 x 2.9 inches,,,1920,1080
440.0,15.6,1.8 GHz Intel Core i7,8 GB DDR,2 TB,Intel HD Graphics 620,intel,integrated,802.11ac,,,HP,,HP-15.6-Touch-i5-8250U-8GB-2TB,Windows 10,4.52 pounds,15 x 1 x 0.9 inches,14.96 x 0.99 x 0.94 inches,,Intel,4.0,DDR4 SDRAM,,Solid State,5400 RPM,,1 Lithium Metal batteries required. (included),,PC,,,,,,,,,,,1920,1080
289.0,11.6,2.1 GHz None,4 GB LPDDR3,128 GB SSD,GX6250,,,802.11ac,,,Lenovo,Lenovo,,Chrome OS,4.27 pounds,,,Blizzard White,MediaTek,4.0,SDRAM,64 GB,Serial ATA,,,1 Lithium ion batteries required.,,PC,,,,,,,,17.6 x 10 x 2.8 inches,,,1366,768
352.9,11.6,8 GHz Pentium 4405U,128 GB,128 GB SSD,Intel HD Graphics 510,Intel,integrated,802.11ac,,,HP,ProBook-11-EE-G,ProBook-11-EE-G,Windows 10 Pro,4.41 pounds,8.9 x 11.9 x 1 inches,8.9 x 11.9 x 1 inches,Gray,Intel,2.0,DDR3 SDRAM,,Solid State,,,1 Lithium ion batteries required. (included),13 hours,PC,,,,,,,,,,,1366,768
654.0,13.3,1.6 GHz Intel Core i5,8 GB,256 GB SSD,Intel HD Graphics 620,,Integrated,802.11ac,,,Dell,Inspiron 13,7370,Windows 10,4.81 pounds,1 x 1 x 1 inches,1 x 1 x 1 inches,Silver,Intel,4.0,DDR4 SDRAM,256 GB,Solid State,,,1 Lithium Polymer batteries required.,,PC,,,,,,,,,,,1920,1080
448.5,15.6,2.7 GHz AMD A Series,8 GB SDRAM,256 GB SSD,AMD,AMD,,"Bluetooth"","" 802.11ac",,,Lenovo,Lenovo 15.6,Lenovo 15.6,Windows 10,4.85 pounds,14.9 x 10.2 x 0.9 inches,14.9 x 10.2 x 0.9 inches,Platinum Gray,AMD,4.0,DDR4 SDRAM,256 GB,Serial ATA,,,1 Lithium ion batteries required. (included),4 hours,PC,1.2 MP,"Corded-Electric"","" Battery",,,,,,,,,1366,768
468.0,13.3,2.4 GHz Intel Core i3,6 GB DDR,1 TB HDD 5400 rpm,Intel HD Graphics 620,,Integrated,802.11ac,,,Dell,Inspiron 13,T8TJG,Windows 10,1 pounds,1 x 1 x 1 inches,1 x 1 x 1 inches,Gray,Intel,2.0,DDR3 SDRAM,,Serial ATA,5400 RPM,,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,,,,1920,1080
264.96,14.1,2.6 GHz Core i5 5300U,3 GB SO-DIMM DDR3,128 GB SSD,Intel Integrated Graphics,Intel,Integrated,802.11abg,,,Dell,E7450,LTKIT34950090117,Windows 10,1.6 ounces,9.1 x 13.3 x 0.8 inches,9.1 x 13.3 x 0.8 inches,Black,Intel,2.0,SODIMM,128 GB,Serial ATA,,,1 Lithium Polymer batteries required.,,PC,,AC & Battery,,,,,,,,,1366,768
640.0,14.0,1.6 GHz Intel Core i5,8 GB SDRAM,1 TB HDD 5400 rpm,Intel UHD Graphics 620,Intel,Integrated,802.11a,,,HP,HP Pavilion x360 14.0inch,HP Pavilion x360 14.0inch,Windows 10,5.25 pounds,13.2 x 8.9 x 0.8 inches,13.2 x 8.9 x 0.8 inches,Silver,Intel,4.0,DDR4 SDRAM,8 GB,Serial ATA,,,1 Lithium ion batteries required.,,PC,,AC & Battery,,2400 MHz,,,,,,,1366,768
282.99,9.7,8032,4 GB LPDDR3,Flash Memory Solid State,Mali-T864,ARM,Dedicated,"Bluetooth"","" 802.11ac",1.0,1.0,Acer,Tab 10,NX.H0BAA.001,,2.34 pounds,9.4 x 6.8 x 0.4 inches,9.4 x 6.8 x 0.4 inches,Blue,,1.0,,32 GB,ATA-4,1,BD-R,,9 hours,,2 MP,AC & Battery,,,,1,,,,,2048,1536
876.49,15.6,2 GHz AMD A Series,16 GB,256 GB SSD,AMD Radeo Vega 8,AMD,,802.11ac,,,Dell,DELL,DELL,Windows 10,4.48 pounds,15 x 10.2 x 0.1 inches,15 x 10.2 x 0.08 inches,,AMD,4.0,DDR3 SDRAM,256 GB,Serial ATA,,,,,PC,,,,,,,,,,,1920,1080
478.9,21.5,2.6 GHz AMD E Series,4 GB ddr4_sdram,1 TB HDD 5400 rpm,,,integrated,,,,Dell,,,Windows 10,16.85 pounds,19.6 x 13 x 1.6 inches,19.6 x 12.97 x 1.63 inches,White,AMD,2.0,SDRAM,,Serial ATA,5400.00,,,,PC,,,,,,,,,,,1920,1080
359.99,15.6,3.6 GHz AMD R Series,8 GB ddr4_sdram,128 GB flash_memory_solid_state,,,,,,,MICROTELLA,,,Windows 10,8 pounds,,,,AMD,4.0,DDR SDRAM,128 GB,PCIE x 4,,,,,PC,,,,,,,,19.5 x 11 x 7 inches,,,1920,1080
499.0,15.6,2 GHz AMD A Series,8 GB,256 GB flash_memory_solid_state,AMD Radeon R4,amd,Dedicated,802.11ac,,,Dell,Dell Inspiron,i3565-A125BLK-PUS,Windows 10 Home,5 pounds,15 x 10.2 x 0.9 inches,15 x 10.2 x 0.9 inches,,AMD,2.0,DDR SDRAM,256 GB,Solid State,,,1 Lithium ion batteries required.,,PC,,AC & Battery,,,,,,,,,1366,768
539.9,15.6,3.1 GHz Intel Core i3,8 GB DDR4,128 GB Flash Memory Solid State,Intel UHD Graphics 630,Intel,Integrated,,2.0,,Dell,3070,3070,Windows 10 Professional,2.6 pounds,7 x 1.4 x 7.2 inches,7 x 1.4 x 7.2 inches,,Intel,1.0,DDR4 SDRAM,8,Solid State,1 RPM,None,,,PC,,,,3.1 GHz,,,,,,,1920,1080
1148.0,15.6,2.2 GHz Intel Core i7,24 GB,256 GB flash_memory_solid_state,GTX 1060 6GB,nvidia,dedicated,"Bluetooth"","" 802.11ac",,,Acer,Acer Predator Helios 300,Acer Predator Helios 300,Windows 10,10.41 pounds,15 x 10 x 1 inches,15 x 10 x 1 inches,,Intel,6.0,DDR4 SDRAM,512 GB,Solid State,,,,7 hours,PC,,,,,,,,,,,1920,1080
619.99,15.6,2.5 GHz Intel Core i5,8 GB DDR4,Flash Memory Solid State,NVIDIA GeForce GTX 1050,NVIDIA,Dedicated,802.11ac,2.0,2.0,Acer,Acer Nitro,AN515-51-56U0,Windows 10 Home,5.95 pounds,15.3 x 10.5 x 1.1 inches,15.35 x 10.47 x 1.05 inches,Shale Black,Intel,4.0,,256.0,,,No Optical Drive,1 Lithium ion batteries required. (included),7 hours,,,,,,,4000 GB,,,,,1920,1080
69.99,10.1,2 GHz,1 GB,16 GB,Mali-400MP2,,,802.11bgn,1.0,,Astro Tab,Touch,G10,,3.15 pounds,,,,MTK,4.0,,16 GB,,,,1 Lithium Polymer batteries required. (included),6 hours,Android,5 MP,Battery,,,,,,12.1 x 7.5 x 2 inches,,,1280,800
326.99,15.6,2.3 GHz Intel Core i3,4 GB,128 GB flash_memory_solid_state,Intel,Intel,Integrated,802.11ac,,,Dell,Dell,,Windows 10,4.4 pounds,10.2 x 15 x 0.8 inches,10.16 x 14.96 x 0.78 inches,,Intel,2.0,DDR4 SDRAM,128 GB,Solid State,,,1 Lithium ion batteries required. (included),,PC,,AC & Battery,,,,,,,,,1920,1080
309.22,11.6,1.1 GHz 8032,4 GB DDR3,Flash Memory Solid State,,intel,Integrated,802.11g,,1.0,Lenovo,Lenovo 300e Winbook,81FY0019US,Windows 10 Pro,4.4 pounds,11.2 x 2.7 x 16.6 inches,11.2 x 2.7 x 16.6 inches,,Intel,4.0,,64.0,,,DVD+RW,1 Lithium ion batteries required. (included),,,,Battery,,3200 MHz,,,,,,,1366,768
1069.99,15.6,8032,,flash_memory_solid_state,,intel,,"802.11abg"", 802.11a/b/g/n/ac, 802.11a/b/g/n,"" 802.11a",,,Lenovo,Lenovo Thinkpad,,,6.1 pounds,,,,,1.0,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,19.1 x 13 x 3 inches,,,1920,1080
817.62,15.6,1.8 GHz Intel Core i7,16 GB,512 GB SSD,Intel HD Graphics 620,Intel,Integrated,"802.11b/g"", 802.11bgn,"" 802.11b",,,HP,HP,HP,Windows 10 Home,4.35 pounds,14.8 x 9.7 x 0.9 inches,14.8 x 9.69 x 0.89 inches,,Intel,4.0,DDR3 SDRAM,512 GB,Serial ATA,,,,,PC,,,,,,,,,,,1366,768
799.0,15.6,2.2 GHz Intel Core i7,8 GB,1 GB Hybrid,NVIDIA GeForce GTX 1050 Ti,nvidia,Dedicated,,,,MSI,GL,GL638RD,Windows 10,8.6 pounds,,,Black - Red Backlight,Intel,1.0,DDR4 SDRAM,256 GB,Serial ATA,,,1 Lithium Polymer batteries required. (included),,PC,,AC & Battery,,,,,,19.5 x 13 x 4.4 inches,,,1920,1080
219.99,15.6,2.6 GHz Celeron N,4 GB,64 GB emmc,,intel,,,,,Acer,Aspire One,,Windows 10,5.7 pounds,,,,Intel,2.0,DDR4 SDRAM,64 GB,Serial ATA-600,,,1 Lithium Polymer batteries required.,,PC,,,,,,,,19.8 x 12.2 x 2.6 inches,,,1366,768
439.0,15.6,2.3 GHz Pentium,16 GB,1 TB flash_memory_solid_state,Intel HD Graphics 610,intel,,,,,Lenovo,Ideapad,,Windows 10,5.35 pounds,12.8 x 9.2 x 0.7 inches,12.8 x 9.2 x 0.7 inches,,Intel,2.0,DDR4 SDRAM,,Serial ATA,,,1 Lithium ion batteries required.,,PC,,,,,,,,,,,1366,768
1534.84,15.6,8032,,flash_memory_solid_state,,intel,,,,,Dell,Dell Latitude,HR32J,,4.01 pounds,9.3 x 14.1 x 3.2 inches,9.3 x 14.1 x 3.2 inches,,,1.0,,512 GB,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,1920,1080
299.0,15.6,2.4 GHz Core i3-540,6 GB DDR,1 TB mechanical_hard_drive,Intel HD Graphics 620,,Integrated,802.11ac,,,HP,15-bs091ms,2UE58UA,Windows 10,1 pounds,1 x 1 x 1 inches,1 x 1 x 1 inches,Jet Black,Intel,2.0,DDR3 SDRAM,,Serial ATA-150,5400.00,,1 Lithium Metal batteries required. (included),8 hours,PC,,,,,,,,,,,1920,1080
54.0,10.1,1.5 GHz A-Series Dual Core A4,1 GB SDRAM,16 GB,1500,,,802.11bgn,,,Samsung,Galaxy Note,SGH-I497ZSAATT,Android 4.0 Ice Cream Sandwich,1.49 pounds,10.1 x 0.4 x 6.9 inches,10.1 x 0.38 x 6.9 inches,Black,Qualcomm,2.0,SDRAM,16 GB,Serial ATA,,,1 Lithium ion batteries required. (included),10 hours,Android,3 MP,,,,,,,,,,1280,800
1298.82,15.6,2.8 GHz Intel Core i7,16 GB DDR4,256 GB Flash Memory Solid State,NVIDIA GeForce GTX 1070,nvidia,Dedicated,802.11ac,,4.0,ASUS,ASUS Rog Zephyrus,GX501VS-XS71,Windows 10 Pro,4.9 pounds,15.6 x 10.3 x 0.7 inches,15.6 x 10.3 x 0.7 inches,,Intel,4.0,DDR4 SDRAM,256.0,,,No Optical Drive,1 Lithium Polymer batteries required. (included),,,,,19.5 volts,2400 MHz,,8 GB,,,,,1920,1080
248.99,14.0,1.8 GHz AMD A Series,4 GB,128 GB SSD,AMD Radeon R5,AMD,,802.11ac,,,Acer,Acer,Acer,Windows 10 Home,3.64 pounds,13.5 x 9.6 x 0.8 inches,13.5 x 9.6 x 0.8 inches,,AMD,2.0,DDR4 SDRAM,128 GB,Serial ATA,,,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,,,,1366,768
449.99,12.5,1.8 GHz Intel Core i5,8 GB DDR3,256 GB SSD,Intel HD Graphics 515,Intel HD Graphics,Integrated,802.11g/n,1.0,4.0,HP,Elite x2,T8Z05UT#ABA,Windows 10,1.8 pounds,11.8 x 8.4 x 0.3 inches,11.8 x 8.4 x 0.3 inches,Silver,Intel,2.0,,256.0,Serial ATA-600,2000 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),10.25 hours,PC,5 MP,AC & Battery,,1866 MHz,,,,,,,1920,1080
1889.0,15.6,2.6 GHz Intel Core i7,32 GB SDRAM,512 GB SSD,NVIDIA GeForce RTX 2060 6GB GDDR6,NVIDIA,dedicated,,,,MSI,MSI Gaming Laptop,,Windows 10,8.04 pounds,15.1 x 10.2 x 0.7 inches,15.1 x 10.2 x 0.69 inches,Black,Intel,6.0,SDRAM,,Serial ATA,,,,,PC,1.2 MP,,,,,,,,,,1920,1080
2219.99,14.0,1.9 GHz 8032,DDR3,HDD,8032,Intel,Integrated,,1.0,1.0,Lenovo,20QF000CUS,20QF000CUS,,3.04 pounds,8.6 x 12.7 x 0.6 inches,8.6 x 12.7 x 0.6 inches,,,1.0,,16.00,Serial ATA,5400 RPM,No Optical Drive,1 Lithium ion batteries required. (included),,,,,,,,,,,,,1920,1080
549.0,17.3,2.4 GHz Intel Core i3,8 GB DDR3,2 TB HDD 5400 rpm,Intel HD Graphics 620,Intel,Integrated,802.11bgn,1.0,,HP,HP 17,hp 17,Windows 10,5.29 pounds,15.3 x 10.9 x 1 inches,15.34 x 10.94 x 0.97 inches,Black,Intel,2.0,DDR4 SDRAM,,Serial ATA,5400.00,,1 Lithium Polymer batteries required.,5 hours,PC,,AC & Battery,,2133 MHz,,,,,,,1600,900
89.99,11.6,1.5 GHz Intel Celeron D,4 GB,16 GB,Integrated Intel HD Graphics,,Integrated,,,,Lenovo,LENOVO-628323U-CR,628323U-CR,Chrome OS,5.2 pounds,11.8 x 0.8 x 8.5 inches,11.8 x 0.8 x 8.5 inches,,Intel,1.0,DDR2 SDRAM,,Solid State,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,,,,1920,1080
336.62,15.6,2.6 GHz AMD A6,8 GB SDRAM,128 GB SSD,AMD Radeon Integrated Graphics,AMD,integrated,802.11a,,,Lenovo,Lenovo IdeaPad 330 A6,Lenovo IdeaPad 330 A6,Windows 10,4.83 pounds,14.1 x 10.2 x 0.9 inches,14.1 x 10.2 x 0.9 inches,,AMD,2.0,DDR4 SDRAM,128 GB,Serial ATA,,,1 Lithium Polymer batteries required. (included),,PC,,AC & Battery,,,,,,,,,1366,768
1137.99,23.8,3.2 GHz 8032,8 GB DDR4,500 GB Mechanical Hard Drive,Integrated Graphics,,Integrated,,,,Dell,Optiplex,5D4RY,Windows 10 Professional,13.32 pounds,2.1 x 21.3 x 13.5 inches,2.1 x 21.3 x 13.5 inches,,Intel,6.0,,8 GB,Serial ATA,7200 RPM,None,,,PC,,,,,,8 GB,,,,,1920,1080
1299.66,13.3,2.3 GHz,8 GB,512 GB flash_memory_solid_state,,,,802.11ac,,,Apple,CR_5R9V2LL/A,CR_5R9V2LL/A,,4.6 pounds,,,Silver,Intel,4.0,,512 GB,,,,,,,,,,,,,,13 x 9.3 x 2.3 inches,,,1920,1080
1450.49,15.6,1.8 GHz Intel Core i7,16 GB DDR4,1256 GB SSD,Intel UHD Graphics 620,Intel,Integrated,802.11ac,,,HP,Envy x360 15 Quad 8th Gen. 16G Dual Drives,Envy x360 15 Quad 8th Gen. 16G Dual,Windows 10,4.73 pounds,14.2 x 9.8 x 0.8 inches,14.16 x 9.8 x 0.77 inches,Natural Silver,Intel,4.0,DDR SDRAM,128 GB,Solid State,7200.00,,1 Lithium ion batteries required.,,PC,,AC & Battery,,2400 MHz,,,,,,,1920,1080
1099.95,17.3,2.2 GHz Intel Core i7,16 GB DDR4,1000 GB Hybrid Drive,NVIDIA GeForce GTX 1070,nvidia,Dedicated,802.11ac,,,ASUS,ASUS Rog Strix,,Windows 10 Home,6.5 pounds,16.2 x 10.8 x 0.9 inches,16.22 x 10.77 x 0.94 inches,,Intel,6.0,GDDR5,256.0,Serial ATA,5400 RPM,,,,,,,19.5 volts,2800 MHz,,8 GB,,,,,1920,1080
629.97,13.3,1.6 GHz Intel Core i5,8 GB,128.00 SSD,Intel UHD Graphics 620,Intel,Integrated,,,,HP,Envy,,Windows 10,4.38 pounds,,,PALE-GOLD,Intel,4.0,,128 GB,,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,17.7 x 11.3 x 3.4 inches,,,1920,1080
883.01,14.0,3.9 GHz Intel Core i5,8 GB DDR4,512 GB Flash Memory Solid State,Intel UHD Graphics 620,Intel,Integrated,"802.11a/g/n/ac"","" Bluetooth",,3.0,ASUS,ASUSPRO P5440FA,P5440FA-XB54,Windows 10 Pro,2.78 pounds,12.8 x 9 x 0.7 inches,12.8 x 9 x 0.7 inches,,Intel,4.0,DDR4 SDRAM,1.00,Solid State,10000 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),10 hours,PC,,,,,,8 GB,,,,,1920,1080
189.99,9.6,1.2 GHz,16 GB,16 GB,Intel HD 615 Graphics,,,"802.11bgn"","" Bluetooth",,,Samsung,Galaxy,Galaxy Tab A,Android,15.8 ounces,9.6 x 6.6 x 0.3 inches,9.55 x 6.57 x 0.29 inches,Black,qualcomm,4.0,,16 GB,Solid State,,,,15 hours,Android,5 MP,Battery,,,,,,,,,1024,768
399.99,14.0,2.1 GHz Intel Core i7,8 GB,240 GB SSD,Intel HD Graphics 4400,,Integrated,,,,HP,HP Mobile Workstation,,Windows 10,3.64 pounds,,,,Intel,2.0,DDR3 SDRAM,240 GB,Solid State,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,17 x 12 x 4.5 inches,,,1920,1080
570.0,15.6,2.3 GHz Core i5 8300H,8 GB SDRAM,1 TB HDD 5400 rpm,NVIDIA GeForce GTX 1050 Ti,NVIDIA,Dedicated,802.11ac,,,Dell,G3,G3579-5467BLK,Windows 10,5.57 pounds,15 x 10.2 x 0.9 inches,15 x 10.2 x 0.9 inches,Black,Intel,4.0,DDR4 SDRAM,,Serial ATA,,,1 Lithium ion batteries required. (included),,PC,,AC & Battery,,,,4.00,,,,,1920,1080
2381.25,15.6,4.5 GHz Core i7 Family,16 GB SDRAM,512 GB Flash Memory Solid State,,NVIDIA,Dedicated,802.11ac,,,HP,OMEN X 2S Laptop 15-dg0010nr,6UA82UA#ABA,Windows 10 Home,5.25 pounds,10.3 x 14.3 x 0.8 inches,10.3 x 14.26 x 0.78 inches,,Intel,6.0,DDR4 SDRAM,16.00,Solid State,0.01 RPM,No Optical Drive,1 Lithium ion batteries required. (included),4 hours,,,,,,,,,,,,1920,1080
900.0,15.6,8032,8 GB ddr4_sdram,256 GB Flash Memory Solid State,,,Integrated,,4.0,2.0,HP,4DP06UT,4DP06UT,,14.8 pounds,3.9 x 13.3 x 12.1 inches,3.94 x 13.31 x 12.13 inches,,Intel,6.0,,8.00,Serial ATA,1,DVD-RW,,,,,,,2666 MHz,,1,,,,,1920,1080
99.0,11.5,,1 GB,,,,,,,,RCA,,,Android 6.0,1.27 pounds,9.5 x 7.5 x 1.2 inches,9.5 x 7.54 x 1.16 inches,Pink,Intel,4.0,,32 GB,,,,1 Lithium Polymer batteries required. (included),,Android,,,,,,,,,,,1920,1080
99.0,11.5,,1 GB,,,,,,,,RCA,,,Android 6.0,1.27 pounds,9.5 x 7.5 x 1.2 inches,9.5 x 7.54 x 1.16 inches,Pink,Intel,4.0,,32 GB,,,,1 Lithium Polymer batteries required. (included),,Android,,,,,,,,,,,1920,1080
359.99,15.6,2 GHz AMD R Series,8 GB DDR4,1 TB HDD,AMD Radeon Vega 8,AMD Radeon Vega 8,Integrated,"Bluetooth"","" 802.11ac",1.0,,Dell,Inspiron,15,Windows 10,11.5 ounces,15 x 10.2 x 0.8 inches,15 x 10.2 x 0.8 inches,,AMD,4.0,DDR4 SDRAM,,Serial ATA,5400 RPM,,1 Lithium ion batteries required. (included),,PC,,AC & Battery,,,,,,,,,1920,1080
899.0,13.3,3.8 GHz 8032,16 GB LPDDR3,Flash Memory Solid State,Intel Iris Plus Graphics 640,Intel,Integrated,802.11ac,,2.0,Dell,Dell XPS9360,XPS9360-7680SLV-PUS,Windows 10,2.7 pounds,7.9 x 12 x 0.6 inches,7.88 x 11.98 x 0.6 inches,Silver,Intel,2.0,,1000.0,Solid State,,No Optical Drive,1 Lithium ion batteries required. (included),,,,,,,,,,,,,3200,1800
899.49,15.6,1.6 GHz Intel Core i5,16 GB,1512 GB Hybrid,Intel HD Graphics 620,intel,Integrated,"802.11b/g"", 802.11bgn,"" 802.11b",,,HP,Pavilion,,Windows 10,5.4 pounds,,,Blue,Intel,4.0,SDRAM,512 GB,Serial ATA,,,,,PC,,,,,,,,19 x 12 x 3 inches,,,1366,768
844.0,15.6,,8 GB,1000 GB,NVIDIA GeForce GTX 1050 Ti,nvidia,Dedicated,802.11ac,,,Lenovo,Lenovo Legion,81FV0001US,Windows 10,5.1 pounds,14.4 x 0.9 x 10.2 inches,14.37 x 0.94 x 10.24 inches,,Intel,6.0,DDR4 SDRAM,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,1920,1080
909.99,15.0,2.6 GHz Intel Core i7,16 GB DDR3,512 GB Solid State Drive,Intel Iris Pro,intel,Dedicated,802.11abg,,,Apple,MacBook Pro,"A1398"", ME874LL/A - MacBookPro11,""3",Mac OS X,2.2 pounds,14.1 x 9.7 x 0.7 inches,14.13 x 9.73 x 0.71 inches,Aluminum,Intel,4.0,DDR3 SDRAM,512 GB,Solid State,,,1 Lithium Polymer batteries required. (included),7 hours,Mac,,,,1600 MHz,,,,,1.0,,2880,1800
739.0,15.6,2.2 GHz AMD R Series,16 GB DDR4_SDRAM,256 GB SSD,AMD Radeon RX Vega 10 Graphics,amd,,"802.11ac"","" Bluetooth",,,HP,ENVY x360,ENVY x360,Windows 10,4.48 pounds,14.1 x 9.7 x 0.7 inches,14.1 x 9.7 x 0.7 inches,,AMD,4.0,DDR4 SDRAM,256 GB,Solid State,,,1 Lithium ion batteries required.,,PC,,AC & Battery,,,,,,,,,1920,1080
549.99,14.0,2.5 GHz Intel Core i7,16 GB,512 GB SSD,shared,intel,Integrated,,,,HP,HP EliteBook,,Windows 10 Pro 64-bit Edition,5.4 pounds,18.8 x 11.2 x 3 inches,18.75 x 11.25 x 3 inches,,Intel,2.0,,512.0,Serial ATA-600,,,,13.5 hours,PC,,,,,,,,,,,2560,1440
472.99,15.6,2.3 GHz Intel Core i3,8 GB,,,,,,,,Acer,,NX.HB2AA.002,,5.92 pounds,,,,Intel,2.0,,,,,,,,,,,,,,,,19.5 x 12.2 x 2.6 inches,,,1920,1080
649.0,15.6,2.7 GHz Intel Core i7,8 GB SDRAM,256 GB SSD,Intel HD Graphics 620,intel,Integrated,802.11bgn,2.0,,HP,FBA_717753000000,FBA_717753000000,Windows 10,4.41 pounds,15.1 x 10 x 0.9 inches,15.12 x 10.02 x 0.95 inches,Silver,Intel,2.0,SDRAM,256 GB,Serial ATA,,,1 Lithium Polymer batteries required. (included),10 hours,PC,,AC & Battery,110 volts,,,,,,,,1366,768
649.99,13.3,2.5 GHz Core i5 7200U,8 GB DDR3,256 GB Flash Memory Solid State,Intel HD Graphics 620,intel,Integrated,,,3.0,HP,HP,13-ab016nr,Windows 10,3.31 pounds,8.9 x 12.8 x 0.6 inches,8.9 x 12.83 x 0.55 inches,,Intel,2.0,,256.0,,,,1 Lithium ion batteries required. (included),14 hours,,,,,,,,,,,,1920,1080
1599.0,13.3,1.8 GHz Intel Core i7,16 GB DDR3,1 TB SSD,NVIDIA GeForce MX150 4GB GDDR5,NVIDIA,dedicated,,,,Razer,Razer Blade Stealth 13,,Windows 10,5.4 pounds,12 x 8.3 x 0.6 inches,11.99 x 8.27 x 0.58 inches,Black,Intel,4.0,DDR3 SDRAM,,Serial ATA,,,,13 hours,PC,1.2 MP,AC & Battery,,,,,,,,,1920,1080
659.46,17.3,Intel Core i5,12 GB DDR4,1 TB mechanical_hard_drive,Intergrated,,,802.11ac,,,Lenovo,,Ideapad 330,Windows 10 Home,1.04 pounds,16.5 x 11.5 x 1 inches,16.46 x 11.52 x 0.98 inches,,,4.0,DDR4 SDRAM,,,5400 RPM,,1 Lithium ion batteries required.,,,,,,,,,,,,,1920,1080
646.9,14.0,1.6 GHz Intel Core i5,8 GB,256 GB SSD,Intel UHD Graphics,,,,,,HP,HP Pavilion x360,HP Pavilion x360,Windows 10,3.48 pounds,14 x 10.2 x 0.8 inches,14.02 x 10.2 x 0.82 inches,,Intel,4.0,DDR4 SDRAM,,Solid State,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,,,,1920,1080
567.99,15.6,3.6 GHz Core i3 8100,4 GB DDR4,500 GB Mechanical Hard Drive,Intel UHD Graphics 630,,Integrated,,4.0,,Dell,Optiplex,FJDC2,Windows 10 Professional,11.57 pounds,11.5 x 3.7 x 11.4 inches,11.5 x 3.7 x 11.4 inches,,Intel,4.0,,4 GB,Serial ATA,7200 RPM,DVD+RW,,,PC,,,,2666 MHz,,4 GB,,,,,1920,1080
245.89,14.0,1.6 GHz Intel Celeron,4 GB DDR3,64 GB eMMc,Intel HD Graphics,Intel,Integrated,802.11ac,1.0,,HP,HP Stream 14-Inch,並行輸入品,Windows 10 Home,3.17 pounds,8.9 x 13.3 x 0.7 inches,8.9 x 13.27 x 0.7 inches,White,Intel,2.0,DDR3 SDRAM,64 GB,Solid State,,,1 Lithium Polymer batteries required. (included),10 hours,Business Laptop,,AC & Battery,,1600 MHz,,,,,,,1366,768
169.0,15.6,1.1 GHz Pentium,4 GB DDR4,500 GB HDD 5400 rpm,Integrated Intel UHD 605,Intel,,802.11ac,1.0,,Lenovo,ideapad 330-15,ideapad 330-15,Windows 10,6.05 pounds,,,Platinum Gray,Intel,4.0,DDR4 SDRAM,512 GB,Serial ATA,5400 RPM,,1 Lithium Polymer batteries required. (included),,PC,,AC,,,,,,20.9 x 12.9 x 2.9 inches,,,1366,768
186.33,15.6,2.6 GHz AMD A Series,4 GB,500 GB HDD 5400 rpm,AMD Radeon R4,amd,Dedicated,Bluetooth,,,Lenovo,Lenovo 130,130-15AST,Windows 10,5.95 pounds,14.8 x 10 x 0.9 inches,14.8 x 10 x 0.9 inches,,AMD,2.0,DDR4 SDRAM,,Serial ATA,5400 RPM,,1 Lithium Polymer batteries required.,,PC,,AC & Battery,,,,,,,,,1360,768
237.0,14.0,1.8 GHz AMD A Series,4 GB,128 GB flash_memory_solid_state,,amd,,802.11ac,,,Acer,Acer Aspire,Acer Aspire 3,Windows 10,1.4 pounds,,,,AMD,2.0,DDR SDRAM,128 GB,Solid State,,,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,19.1 x 12.2 x 2.5 inches,,,1366,768
