Price,Backlit Keyboard,Screen Size,Touch Screen,Storage Type,System Memory (RAM),Graphics,Processor Speed (Base),Processor Model,Processor Model Number,Operating System,Battery Type,Product Name,Brand,Model Number,Color Category,Feature__Backlit Keyboard,Display__Screen Size,Screen Resolution,Display__Touch Screen,Display Type,Storage__Storage Type,Memory__System Memory (RAM),Type of Memory (RAM),Graphics__Graphics,Graphics Type,Processor Brand,Processor__Processor Speed (Base),Processor__Processor Model,Processor__Processor Model Number,Compatibility__Operating System,Built-In Webcam,Optical Drive Type,Power__Battery Type,Product Height,Product Width,Product Depth,ENERGY STAR Certified,EPEAT Qualified,Manufacturer's Warranty - Parts,Manufacturer's Warranty - Labor,UPC
2899.99,True,15.6 inches,False,SSD,32 gigabytes,NVIDIA GeForce RTX 2070,2.3 gigahertz,Intel 8th Generation Core i9,i9-9880H,Windows 10 Pro,Lithium-ion,"15.6"" Gaming Laptop - Intel Core i9 - 32GB Memory - NVIDIA GeForce RTX 2070 - 1TB Solid State Drive",MSI,GS65 STEALTH-667,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,32 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2070,Discrete,Intel,2.3 gigahertz,Intel 8th Generation Core i9,i9-9880H,Windows 10 Pro,True,None,Lithium-ion,0.7 inches,15.1 inches,10.2 inches,False,False,1 year,1 year,824142184936
282.99,False,14 inches,False,HDD,4 gigabytes,Intel HD Graphics,2.6 gigahertz,Intel 3rd Generation Core i5,i5-2520M,Windows 10 Home,Lithium-ion,"EliteBook 14"" Refurbished Laptop - Intel Core i5 - 4GB Memory - 320GB Hard Drive",HP,8470PI525432010,Silver,False,14 inches,1366 x 768 (HD),False,LED,HDD,4 gigabytes,DDR3 SDRAM,Intel HD Graphics,Integrated,Intel,2.6 gigahertz,Intel 3rd Generation Core i5,i5-2520M,Windows 10 Home,False,,Lithium-ion,,,,False,False,18 months,18 months,812177027717
1549.99,True,15.6 inches,False,"SSD, HDD",16 gigabytes,Other,2.2 gigahertz,Intel 8th Generation Core i7,i7-8750H,Windows 10 Pro,Lithium-polymer,"15.6"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2070 - 2TB Hard Drive + 512GB SSD",GIGABYTE,AORUS 15-X9-RT4BD,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,"SSD, HDD",16 gigabytes,DDR4 SDRAM,Other,Discrete,Intel,2.2 gigahertz,Intel 8th Generation Core i7,i7-8750H,Windows 10 Pro,True,None,Lithium-polymer,1 inches,14.2 inches,9.7 inches,False,False,1 year,1 year,813567026556
2149.99,True,15.6 inches,False,SSD,16 gigabytes,NVIDIA GeForce RTX 2080 Max-Q,2.2 gigahertz,Intel 8th Generation Core i7,i7-8750H,Windows 10 Pro,Lithium-ion,"ROG Zephyrus S 15.6"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2080 Max-Q - 512GB Solid State Drive",ASUS,GX531GXXS74,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2080 Max-Q,Discrete,Intel,2.2 gigahertz,Intel 8th Generation Core i7,i7-8750H,Windows 10 Pro,True,None,Lithium-ion,0.6 inches,14.2 inches,10.6 inches,False,False,1 year,1 year,192876209059
749.99,True,15.6 inches,False,SSD,12 gigabytes,Intel UHD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-ion,"IdeaPad S340-15IWL 15.6"" Laptop - Intel Core i7 - 12GB Memory - 256GB SSD",Lenovo,81N8005AUS,Gray,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,12 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,14.1 inches,9.6 inches,True,False,1 year,1 year,193386278054
489.99,False,15.6 inches,True,SSD,8 gigabytes,Other,2.6 gigahertz,AMD 2nd Generation Ryzen 3,3200U,Windows 10 Home,Lithium-ion,"IdeaPad S340-15API Touch 15.6"" Touch-Screen Laptop - AMD Ryzen 3 - 8GB Memory - 128GB SSD",Lenovo,81QG0005US,Gray,False,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Integrated,AMD,2.6 gigahertz,AMD 2nd Generation Ryzen 3,3200U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,14.1 inches,9.6 inches,True,False,1 year,1 year,193386399759
619.99,True,14 inches,False,SSD,8 gigabytes,AMD Radeon Vega 8,2.1 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,Lithium-ion,"IdeaPad S540-14API 14"" Laptop - AMD Ryzen 5 - 8GB Memory - 256GB SSD",Lenovo,81NH000RUS,Gray,True,14 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,AMD Radeon Vega 8,Integrated,AMD,2.1 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,True,None,Lithium-ion,0.6 inches,12.7 inches,8.9 inches,True,False,1 year,1 year,193386060949
175.99,False,14 inches,False,eMMC,4 gigabytes,Intel HD Graphics,1.6 gigahertz,Intel Celeron,N3160,Chrome OS,Lithium-polymer,"14"" Refurbished Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory",Acer,NX.GJEAA.001,Gold,False,14 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,eMMC,4 gigabytes,LPDDR3,Intel HD Graphics,Integrated,Intel,1.6 gigahertz,Intel Celeron,N3160,Chrome OS,True,None,Lithium-polymer,0.7 inches,13.4 inches,9.3 inches,False,False,Not Available,Not Available,841631113895
1834.99,True,14 inches,True,SSD,16 gigabytes,Intel UHD Graphics 620,1.9 gigahertz,Intel 8th Generation Core i7,i7-8665U,Windows 10 Pro,Lithium-ion,"ThinkPad T490 14"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive",Lenovo,20N20046US,Black,True,14 inches,1920 x 1080 (Full HD),True,LCD,SSD,16 gigabytes,DDR4,Intel UHD Graphics 620,Integrated,Intel,1.9 gigahertz,Intel 8th Generation Core i7,i7-8665U,Windows 10 Pro,True,None,Lithium-ion,0.7 inches,13 inches,8.94 inches,True,True,3 Years,3 Years,193386590606
3950.0,True,17.3 inches,False,SSD,32 gigabytes,NVIDIA GeForce RTX 2080,2.4 gigahertz,Intel 9th Generation Core i9,i9-9980HK,Windows 10 Home,Lithium-ion,"Helios 700 17.3"" Gaming Laptop - Intel Core i9 - 32GB Memory - NVIDIA GeForce RTX 2080 - 1.024TB Solid State Drive",Acer,PH7177190D9,Black,True,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,32 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2080,Discrete,Intel,2.4 gigahertz,Intel 9th Generation Core i9,i9-9980HK,Windows 10 Home,True,None,Lithium-ion,1.6 inches,16.9 inches,11.8 inches,False,False,2 years,2 years,193199307699
1199.99,True,14 inches,False,SSD,16 gigabytes,Other,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Pro,Lithium-ion,"14"" Laptop - Intel Core i7 - 16GB Memory - 512GB SSD",ASUS,UX434FLCXH77,Blue,True,14 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,LPDDR3,Other,Discrete,Intel,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Pro,True,None,Lithium-ion,0.7 inches,12.6 inches,7.8 inches,False,False,1 year,1 year,192876449295
1799.99,True,17 inches,False,SSD,16 gigabytes,Intel UHD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-ion,"Gram 17"" Laptop - Intel Core i7 - 16GB Memory - 1.024TB SSD",LG,17Z990-R.AAS9U1,Silver,True,17 inches,2560 x 1600 (Retina),False,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,15 inches,10.5 inches,False,False,1 year,1 year,719192634848
519.99,False,15.6 inches,True,SSD,4 gigabytes,Other,1.2 gigahertz,Intel 10th Generation Core i3,i3-1005G1,Windows 10 Home in S mode,Lithium-ion,"15.6"" Touch-Screen Laptop - Intel Core i3 - 4GB Memory - 128GB Solid State Drive",HP,15-DY1010NR,Silver,False,15.6 inches,1366 x 768 (HD),True,Touchscreen Widescreen LED-LCD,SSD,4 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.2 gigahertz,Intel 10th Generation Core i3,i3-1005G1,Windows 10 Home in S mode,True,None,Lithium-ion,0.7 inches,14.1 inches,9.5 inches,True,False,1 year,1 year,193905531240
3999.99,True,17.3 inches,False,SSD,32 gigabytes,NVIDIA GeForce RTX 2080,2.9 gigahertz,Intel 8th Generation Core i9,i9-8950HK,Windows 10 Pro,Lithium-ion,"ROG G703GX 17.3"" Laptop - Intel Core i9 - 32GB Memory - NVIDIA GeForce RTX 2080 - 1.536TB Solid State Drive",ASUS,G703GXXS98K,Silver,True,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,32 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2080,Discrete,Intel,2.9 gigahertz,Intel 8th Generation Core i9,i9-8950HK,Windows 10 Pro,True,None,Lithium-ion,2 inches,16.7 inches,12.6 inches,False,False,1 year,1 year,192876208328
3186.99,True,15.6 inches,True,SSD,32 gigabytes,NVIDIA GeForce RTX 2060,2.4 gigahertz,Intel 9th Generation Core i9,i9-9980HK,Windows 10 Pro,Lithium-ion,"15.6"" 4K Ultra HD Touch-Screen Gaming Laptop - Intel Core i9 - 32GB Memory - NVIDIA GeForce RTX 2060 - 1TB SSD",ASUS,UX581GV-XB94T,Black,True,15.6 inches,3840 x 2160 (4K),True,Widescreen,SSD,32 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2060,Discrete,Intel,2.4 gigahertz,Intel 9th Generation Core i9,i9-9980HK,Windows 10 Pro,True,None,Lithium-ion,0.9 inches,14.1 inches,9.7 inches,False,False,1 year,1 year,192876325018
1599.99,True,15.6 inches,True,SSD,16 gigabytes,Other,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-ion,"2-in-1 15.6"" 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce MX150 - 512GB SSD",HP,15-DF0023DX,Blue,True,15.6 inches,3840 x 2160 (4K),True,Touchscreen Widescreen LED-LCD,SSD,16 gigabytes,DDR4 SDRAM,Other,Discrete,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,True,None,Lithium-ion,0.8 inches,14.2 inches,9.8 inches,True,False,1 year,None,193424629312
849.99,True,14 inches,True,SSD,8 gigabytes,Intel UHD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-ion,"VivoBook Flip 14 TP412FA 2-in-1 14"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 512GB Solid State Drive",ASUS,TP412FADB72T,Gray,True,14 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,12.9 inches,8.8 inches,True,False,1 year,1 year,192876324332
3099.99,True,15.6 inches,False,SSD,32 gigabytes,Other,2.3 gigahertz,Intel 9th Generation Core i9,i9-9880H,Windows 10 Pro,Lithium-ion,"WS65 9TK 15.6"" Laptop - Intel Core i9 - 32GB Memory - 1TB Solid State Drive",MSI,WS65 9TK-687,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,32 gigabytes,DDR4 SDRAM,Other,Discrete,Intel,2.3 gigahertz,Intel 9th Generation Core i9,i9-9880H,Windows 10 Pro,True,None,Lithium-ion,0.7 inches,15.1 inches,10.2 inches,True,False,3 years,3 years,824142185209
1449.99,True,15.6 inches,False,SSD,16 gigabytes,NVIDIA GeForce RTX 2060,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"Triton 500 15.6"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2060 - 512GB Solid State Drive",Acer,PT5155175BH,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2060,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-polymer,0.7 inches,14.1 inches,10 inches,False,False,2 years,2 years,193199253651
2999.99,True,17.3 inches,False,SSD,16 gigabytes,NVIDIA GeForce RTX 2080,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,Lithium-ion,"ROG Zephyrus S 17.3"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2080 - 1TB Solid State Drive",ASUS,GX701GXXH76,Black,True,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2080,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,False,None,Lithium-ion,0.7 inches,15.7 inches,10.7 inches,False,False,1 year,1 year,192876438688
762.99,True,12.3 inches,True,SSD,8 gigabytes,,1.2 gigahertz,Intel 7th Generation Core i5,7Y57,Chrome OS,Lithium-ion,"Geek Squad Certified Refurbished Pixelbook 12.3"" Touch-Screen Chromebook - Intel Core i5 - 8GB Memory - 256GB SSD",Google,GSRF GA00123-US,Silver,True,12.3 inches,2400 x 1600,True,Touchscreen LCD,SSD,8 gigabytes,Not provided,,Integrated,Intel,1.2 gigahertz,Intel 7th Generation Core i5,7Y57,Chrome OS,True,None,Lithium-ion,0.4 inches,8.7 inches,11.4 inches,True,False,90 Days,90 Days,400062903606
1199.99,True,14 inches,False,SSD,16 gigabytes,NVIDIA GeForce GTX 1650,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Pro,Lithium-polymer,"Prestige 14"" Laptop - Intel Core i5 - 16GB Memory - NVIDIA GeForce GTX 1650 - 512GB SSD",MSI,PRESTIGE14020,Gray,True,14 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,LPDDR3,NVIDIA GeForce GTX 1650,Discrete,Intel,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Pro,True,None,Lithium-polymer,0.6 inches,12.6 inches,8.5 inches,False,False,1 year,1 year,824142199343
1122.99,True,13.3 inches,False,SSD,8 gigabytes,Other,1.8 gigahertz,Intel 8th Generation Core i7,i7-8550U,Windows 10 Pro,Lithium-ion,"ZenBook S UX391UA 13.3"" Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive",ASUS,UX391UAXB71R,Red,True,13.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,LPDDR3,Other,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8550U,Windows 10 Pro,True,None,Lithium-ion,0.5 inches,12.2 inches,8.4 inches,False,False,1 year,1 year,192876095645
2097.99,True,15.6 inches,False,SSD,16 gigabytes,NVIDIA GeForce GTX 1650,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,Lithium-ion,"ThinkPad X1 Extreme 15.6"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1650 - 512GB Solid State Drive",Lenovo,20QV000DUS,Black,True,15.6 inches,1920 x 1080 (Full HD),False,LCD,SSD,16 gigabytes,DDR4,NVIDIA GeForce GTX 1650,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,True,None,Lithium-ion,0.72 inches,14.2 inches,9.67 inches,True,True,3 Years,3 Years,193638139409
2699.99,True,15.6 inches,False,SSD,16 gigabytes,NVIDIA GeForce RTX 2070 Max-Q,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"Blade 15.6"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2070 Max-Q - 512GB SSD",Razer,RZ09-03137E02-R3U1,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2070 Max-Q,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-polymer,0.8 inches,14 inches,9.3 inches,False,False,1 year,1 year,811659035851
2699.99,True,17.3 inches,False,SSD,32 gigabytes,NVIDIA GeForce RTX 2070,2.4 gigahertz,Intel 9th Generation Core i9,i9-9880H,Windows 10 Pro,Lithium-ion,"17.3"" Gaming Laptop - Intel Core i9 - 32GB Memory - NVIDIA GeForce RTX 2070 - 1TB Solid State Drive",MSI,P75 CREATOR-469,Gray,True,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,32 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2070,Discrete,Intel,2.4 gigahertz,Intel 9th Generation Core i9,i9-9880H,Windows 10 Pro,True,None,Lithium-ion,0.8 inches,15.6 inches,10.2 inches,False,False,1 year,1 year,824142184639
1499.99,True,15.6 inches,False,SSD,8 gigabytes,Intel UHD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Pro,Lithium-ion,"ThinkPad T590 15.6"" Laptop - Intel Core i7 - 8GB Memory - 512GB Solid State Drive",Lenovo,20N4001TUS,Black,True,15.6 inches,1920 x 1080 (Full HD),False,LCD,SSD,8 gigabytes,DDR4,Intel UHD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Pro,True,None,Lithium-ion,0.75 inches,14.4 inches,9.76 inches,True,True,3 Years,3 Years,193268987012
2099.99,True,15.6 inches,False,SSD,32 gigabytes,NVIDIA GeForce RTX 2070,2.2 gigahertz,Intel 8th Generation Core i7,i7-8750H,Windows 10 Pro,Lithium-polymer,"15.6"" Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce RTX 2070 - 512GB SSD",MSI,P65253,Silver,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,32 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2070,Discrete,Intel,2.2 gigahertz,Intel 8th Generation Core i7,i7-8750H,Windows 10 Pro,True,None,Lithium-polymer,1 inches,15.1 inches,10 inches,False,False,1 year,1 year,824142178737
599.99,True,13.3 inches,False,HDD,16 gigabytes,Intel HD Graphics 3000,2.3 gigahertz,Intel 2nd Generation Core i5,i5-2415M,Mac OS,Lithium-polymer,"MacBook Pro 13.3"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 320GB Hard Drive",Apple,MC700LL/A16B,Silver,True,13.3 inches,1280 x 800 (WXGA),False,Widescreen LED,HDD,16 gigabytes,DDR3 SDRAM,Intel HD Graphics 3000,Integrated,Intel,2.3 gigahertz,Intel 2nd Generation Core i5,i5-2415M,Mac OS,True,DVD+RW DL,Lithium-polymer,0.9 inches,12.8 inches,8.9 inches,True,False,90 days,90 days,604714513841
426.99,False,15.6 inches,False,SSD,8 gigabytes,Intel HD Graphics 4400,1.9 gigahertz,Intel 4th Generation Core i5,i5-4300U,Windows 10,Lithium-ion,"Latitude 15.6"" Laptop - Intel Core i5 - 8GB Memory - 500GB Solid State Drive - Pre-Owned",Dell,E5540-1559,Black,False,15.6 inches,1366 x 768 (HD),False,LED,SSD,8 gigabytes,DDR3 SDRAM,Intel HD Graphics 4400,Integrated,Intel,1.9 gigahertz,Intel 4th Generation Core i5,i5-4300U,Windows 10,False,DVD-RW,Lithium-ion,1.17 inches,14.9 inches,9.86 inches,True,True,1 Year,1 Year,825633437722
549.99,False,15.6 inches,True,eMMC,8 gigabytes,Other,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Chrome OS,Lithium-ion,"Yoga C630 2-in-1 15.6"" 4K Ultra HD Touch-Screen Chromebook - Intel Core i5 - 8GB Memory - 128GB eMMC Flash Memory",Lenovo,81JX0001UX,Blue,False,15.6 inches,3840 x 2160 (4K),True,Touchscreen Widescreen LED-LCD,eMMC,8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Chrome OS,True,None,Lithium-ion,0.7 inches,14.2 inches,9.8 inches,True,False,1 year,1 year,192940345676
839.99,True,13.9 inches,True,SSD,8 gigabytes,Other,1.8 gigahertz,Intel 8th Generation Core i7,i7-8550U,Windows 10 Home,Lithium-ion,"Yoga C930 2-in-1 13.9"" 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB SSD",Lenovo,81C4000AUS,Gray,True,13.9 inches,3840 x 2160 (4K),True,Touchscreen Widescreen LED-LCD,SSD,8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8550U,Windows 10 Home,True,None,Lithium-ion,0.6 inches,12.7 inches,8.9 inches,True,False,1 year,1 year,192651841986
279.99,True,11.6 inches,False,eMMC,4 gigabytes,Intel UHD Graphics 600,1.1 gigahertz,Intel Celeron,N4000,Chrome OS,Lithium-ion,"11.6"" Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory",HP,6QY22UT#ABA,Black,True,11.6 inches,1366 x 768 (HD),False,LED,eMMC,4 gigabytes,LPDDR4,Intel UHD Graphics 600,Integrated,Intel,1.1 gigahertz,Intel Celeron,N4000,Chrome OS,True,None,Lithium-ion,0.74 inches,12 inches,8.18 inches,True,True,1 Year,1 Year,193808707681
97.99,False,11.6 inches,False,SSD,4 gigabytes,None,,Non-AMD/Intel processor,Exynos 5 Octa,Chrome OS,Lithium-polymer,"11.6"" Chromebook - Exynos 5 Octa - 4GB Memory - 16GB SSD - Pre-Owned",Samsung,XE503C12.SD,Black,False,11.6 inches,1366 x 768 (HD),False,Widescreen LED,SSD,4 gigabytes,Not provided,None,None,Samsung,,Non-AMD/Intel processor,Exynos 5 Octa,Chrome OS,False,None,Lithium-polymer,,,,False,False,90 days,Not Available,841631135866
2799.0,True,15 inches,True,SSD,16 gigabytes,NVIDIA GeForce GTX 1060,,Intel 8th Generation Core i7,i7-8650U,Windows 10 Pro,Lithium-polymer,"Surface Book 2 - 15"" Touch-Screen PixelSense™ - 2-in-1 Laptop - Intel Core i7 - 16GB Memory - 1TB GB SSD",Microsoft,FVH-00001,Silver,True,15 inches,3000 x 2000,True,Other,SSD,16 gigabytes,LPDDR3,NVIDIA GeForce GTX 1060,Discrete,Intel,,Intel 8th Generation Core i7,i7-8650U,Windows 10 Pro,True,,Lithium-polymer,0.9 inches,13.5 inches,9.87 inches,False,False,1-year limited hardware,1 Year,889842247473
599.99,True,13.3 inches,False,SSD,16 gigabytes,Intel HD Graphics 4000,2.5 gigahertz,Intel 3rd Generation Core i5,i5-2435M,Mac OS,Lithium-polymer,"MacBook Pro 13.3"" Laptop - Intel Core i5 - 16GB Memory - 500GB SSD - Pre-Owned",Apple,MD101LL/A-16GB-500SSD,Silver,True,13.3 inches,1280 x 800 (WXGA),False,Widescreen LED,SSD,16 gigabytes,DDR3L SDRAM,Intel HD Graphics 4000,Integrated,Intel,2.5 gigahertz,Intel 3rd Generation Core i5,i5-2435M,Mac OS,True,DVD-RW,Lithium-polymer,0.9 inches,12.8 inches,8.9 inches,True,False,Not Available,Not Available,740844197794
949.99,True,10.8 inches,True,SSD,4 gigabytes,Intel HD Graphics 615,1.2 gigahertz,Intel 7th Generation Core i5,i5-7Y54,Windows 10 Home,Lithium-polymer,"Yoga Book C930 2-in-1 10.8"" Touch-Screen Laptop - Intel Core i5 - 4GB Memory - 128GB Solid State Drive",Lenovo,ZA3S0136US,Gray,True,10.8 inches,2560 x 1600,True,Touchscreen Widescreen LED-LCD,SSD,4 gigabytes,LPDDR3,Intel HD Graphics 615,Integrated,Intel,1.2 gigahertz,Intel 7th Generation Core i5,i5-7Y54,Windows 10 Home,True,None,Lithium-polymer,0.39 inches,7.06 inches,10.3 inches,False,False,1 Year,1 Year,192563750901
129.99,False,14 inches,False,SSD,4 gigabytes,Intel HD Graphics,1.4 gigahertz,Intel Celeron,2955U,Chrome OS,Lithium-ion,"14"" Refurbished Chromebook - Intel Celeron - 4GB Memory - 16GB Solid State Drive",HP,HP-14G1,White,False,14 inches,1366 x 768 (HD),False,Widescreen LED,SSD,4 gigabytes,DDR3L SDRAM,Intel HD Graphics,Integrated,Intel,1.4 gigahertz,Intel Celeron,2955U,Chrome OS,True,None,Lithium-ion,0.9 inches,13.6 inches,9.4 inches,False,False,90 days,90 days,841631132643
499.99,True,13 inches,False,SSD,4 gigabytes,Intel HD Graphics 4000,1.7 gigahertz,Intel 3rd Generation Core i5,i5-3317U,Mac OS,Lithium-polymer,"Macbook Air 13"" Refurbished Laptop - Intel Core i5 - 4GB Memory - 64GB Solid-State Drive",Apple,MD628LL/A,Silver,True,13 inches,1440 x 900 (WXGA+),False,LED,SSD,4 gigabytes,DDR3L SDRAM,Intel HD Graphics 4000,Integrated,Intel,1.7 gigahertz,Intel 3rd Generation Core i5,i5-3317U,Mac OS,True,None,Lithium-polymer,0.68 inches,12.8 inches,8.94 inches,True,True,90 Days,90 Days,604714514114
1025.99,True,15.6 inches,False,SSD,8 gigabytes,NVIDIA GeForce GTX 1060,,Intel 8th Generation Core i7,i7-8750H,Windows 10 Home,Lithium-ion,"G7 15.6"" Gaming Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1060 - 256GB Solid State Drive",Dell,I7588-7385BLK-PUS,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4,NVIDIA GeForce GTX 1060,Discrete,Intel,,Intel 8th Generation Core i7,i7-8750H,Windows 10 Home,True,None,Lithium-ion,0.93 inches,15.3 inches,10.8 inches,False,False,1 Year,1 Year,884116293385
899.95,True,15.4 inches,False,SSD,8 gigabytes,NVIDIA GeForce,2.3 gigahertz,Intel 3rd Generation Core i7,i7,Mac OS,Lithium-polymer,"MacBook Pro 15.4"" Pre-owned Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GT 650M - 256GB Flash Storage",Apple,MC975LL/A,Silver,True,15.4 inches,2880 x 1800 (Retina),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR3L SDRAM,NVIDIA GeForce,Discrete,Intel,2.3 gigahertz,Intel 3rd Generation Core i7,i7,Mac OS,True,"CD-R, CD-RW, DVD+R, DVD+R DL, DVD+RW, DVD+RW DL, DVD-R, DVD-R DL, DVD-RW",Lithium-polymer,0.7 inches,14.1 inches,9.7 inches,True,False,90 days,90 days,657597276341
