Price,Backlit Keyboard,Screen Size,Touch Screen,Storage Type,System Memory (RAM),Graphics,Processor Speed (Base),Processor Model,Processor Model Number,Operating System,Battery Type,Product Name,Brand,Model Number,Color Category,Feature__Backlit Keyboard,Display__Screen Size,Screen Resolution,Display__Touch Screen,Display Type,Storage__Storage Type,Memory__System Memory (RAM),Type of Memory (RAM),Graphics__Graphics,Graphics Type,Processor Brand,Processor__Processor Speed (Base),Processor__Processor Model,Processor__Processor Model Number,Compatibility__Operating System,Built-In Webcam,Optical Drive Type,Power__Battery Type,Product Height,Product Width,Product Depth,ENERGY STAR Certified,EPEAT Qualified,Manufacturer's Warranty - Parts,Manufacturer's Warranty - Labor,UPC
599.99,True,14 inches,False,SSD,8 gigabytes,Intel HD Graphics 520,2.4 gigahertz,Intel 6th Generation Core i5,i5-6300U,Windows 10 Pro,Prismatic lithium-ion,"ProBook 14"" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",HP,640-G2,Black,True,14 inches,1920 x 1080 (Full HD),False,LED,SSD,8 gigabytes,DDR4,Intel HD Graphics 520,Integrated,Intel,2.4 gigahertz,Intel 6th Generation Core i5,i5-6300U,Windows 10 Pro,True,DVD+RW,Prismatic lithium-ion,1.06 inches,13.4 inches,9.33 inches,True,True,1 Year,1 Year,193905758173
849.0,True,13.3 inches,True,SSD,8 gigabytes,Intel UHD Graphics 615,1.3 gigahertz,Intel 8th Generation Core i5,i5- 8200Y,Chrome OS,Lithium-ion polymer,"Pixelbook Go 13.3"" Touch-Screen Chromebook - Intel Core i5 - 8GB Memory - 128GB Solid State Drive",Google,GA00521-US,Black,True,13.3 inches,1920 x 1080 (Full HD),True,LCD,SSD,8 gigabytes,LPDDR3,Intel UHD Graphics 615,Integrated,Intel,1.3 gigahertz,Intel 8th Generation Core i5,i5- 8200Y,Chrome OS,True,None,Lithium-ion polymer,0.5 inches,12.2 inches,8.1 inches,True,True,1 Year,1 Year,193575002286
2849.99,True,13.3 inches,False,SSD,16 gigabytes,Intel Iris Plus Graphics 655,2.7 gigahertz,Intel 8th Generation Core i7,Intel 8th Generation Core i7,Mac OS,Lithium-polymer,"MacBook Pro - 13"" Display with Touch Bar - Intel Core i7 - 16GB Memory - 1TB SSD",Apple,MR9T2LL/A,Space Gray,True,13.3 inches,2560 x 1600 (Retina),False,LED,SSD,16 gigabytes,LPDDR3,Intel Iris Plus Graphics 655,Integrated,Intel,2.7 gigahertz,Intel 8th Generation Core i7,Intel 8th Generation Core i7,Mac OS,True,None,Lithium-polymer,0.59 inches,11.97 inches,8.36 inches,True,True,1 Year,1 Year,190198687333
82.99,False,11.6 inches,False,SSD,2 gigabytes,Intel HD Graphics,1.4 gigahertz,Intel Celeron,2955U,Chrome OS,Lithium-polymer,"11.6"" Refurbished Chromebook - Intel Celeron - 2GB Memory - 16GB Solid State Drive",Acer,C720-2,Gray,False,11.6 inches,1366 x 768 (HD),False,Widescreen LED,SSD,2 gigabytes,Not provided,Intel HD Graphics,Integrated,Intel,1.4 gigahertz,Intel Celeron,2955U,Chrome OS,False,None,Lithium-polymer,0.8 inches,11.3 inches,8 inches,False,False,90 days,90 days,841631132698
399.99,True,11.6 inches,False,SSD,2 gigabytes,Intel HD Graphics 3000,1.6 gigahertz,Intel 2nd Generation Core i5,Intel Core i5,Mac OS,Lithium-polymer,"MacBook Air 11.6"" Refurbished Grade B Laptop - Intel Core i5 - 2GB Memory - 64GB Solid State Drive",Apple,MC968LL/AB-REFURBISHED,Silver,True,11.6 inches,1366 x 768 (HD),False,Widescreen LED,SSD,2 gigabytes,DDR3 SDRAM,Intel HD Graphics 3000,Integrated,Intel,1.6 gigahertz,Intel 2nd Generation Core i5,Intel Core i5,Mac OS,True,None,Lithium-polymer,0.68 inches,11.8 inches,7.56 inches,True,True,90 Days,90 Days,643907579851
108.99,False,11.6 inches,False,SSD,2 gigabytes,None,1.7 gigahertz,Non-AMD/Intel processor,Exynos 5250,Chrome OS,Lithium-ion,"11.6"" Refurbished Chromebook - Exynos 5250 - 2GB Memory - 16GB Solid State Drive",Samsung,XE303C12,Silver,False,11.6 inches,1366 x 768 (HD),False,Widescreen LCD,SSD,2 gigabytes,Not provided,None,None,Samsung,1.7 gigahertz,Non-AMD/Intel processor,Exynos 5250,Chrome OS,False,None,Lithium-ion,,,,False,False,90 days,90 days,841631128240
351.99,False,14 inches,False,HDD,8 gigabytes,Intel HD Graphics 4400,2.1 gigahertz,Intel 4th Generation Core i7,i7-4600U,Windows 10 Pro,Lithium-ion,"Latitude 14"" Refurbished Laptop - Intel Core i7 - 8GB Memory - 500GB Hard Drive",Dell,E5440-1595,Black,False,14 inches,1366 x 768 (HD),False,Widescreen LED,HDD,8 gigabytes,DDR3 SDRAM,Intel HD Graphics 4400,Integrated,Intel,2.1 gigahertz,Intel 4th Generation Core i7,i7-4600U,Windows 10 Pro,False,DVD-RW,Lithium-ion,1.1 inches,13.3 inches,9.3 inches,True,False,1 year,1 year,825633346307
997.0,True,12.3 inches,True,SSD,8 gigabytes,,1.2 gigahertz,Intel 7th Generation Core i5,7Y57,Chrome OS,Lithium-ion,"Pixelbook 12.3"" Touchscreen Chromebook - Intel Core i5 - 8GB Memory - 128GB Solid State Drive",Google,GA00122-US,Silver,True,12.3 inches,2400 x 1600,True,Touchscreen LCD,SSD,8 gigabytes,Not provided,,Integrated,Intel,1.2 gigahertz,Intel 7th Generation Core i5,7Y57,Chrome OS,True,None,Lithium-ion,0.4 inches,8.7 inches,11.4 inches,True,False,1 Year,1 Year,842776102270
1297.0,True,12.3 inches,True,SSD,16 gigabytes,,1.3 gigahertz,Intel 7th Generation Core i7,7Y75,Chrome OS,Lithium-ion,"Pixelbook 12.3"" Touchscreen Chromebook - Intel Core i7 - 16GB Memory - 512GB Solid State Drive",Google,GA00124-US,Silver,True,12.3 inches,2400 x 1600,True,Touchscreen LCD,SSD,16 gigabytes,Not provided,,Integrated,Intel,1.3 gigahertz,Intel 7th Generation Core i7,7Y75,Chrome OS,True,None,Lithium-ion,0.4 inches,8.7 inches,11.4 inches,True,False,1 Year,1 Year,842776102294
829.99,False,15.6 inches,True,SSD,8 gigabytes,Other,1.3 gigahertz,Intel 10th Generation Core i7,i7-1065G7,Windows 10 Home,Lithium-ion,"Pavilion 15.6"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 512GB SSD",HP,15-CS3076nr,White,False,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.3 gigahertz,Intel 10th Generation Core i7,i7-1065G7,Windows 10 Home,True,None,Lithium-ion,0.7 inches,14.2 inches,9.7 inches,True,False,1 year,1 year,194441680768
959.99,True,13.3 inches,True,SSD,16 gigabytes,Other,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-polymer,"Inspiron 2-in-1 13.3"" 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 256GB SSD",Dell,I7386-7007BLK-PUS,Black,True,13.3 inches,3840 x 2160 (4K),True,Touchscreen Widescreen LED-LCD,SSD,16 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,True,None,Lithium-polymer,0.6 inches,12.1 inches,8.4 inches,False,False,1 year,1 year,884116313007
1049.99,True,17.3 inches,False,"SSD, HDD",16 gigabytes,NVIDIA GeForce GTX 1660 Ti,2.3 gigahertz,AMD 2nd Generation Ryzen 7,3750H,Windows 10 Home,Lithium-ion,"17.3"" Gaming Laptop - AMD Ryzen 7 - 16GB Memory - NVIDIA GeForce GTX 1660 Ti - 1TB HDD + 256GB SSD",ASUS,TUF705DURB74,Black,True,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,"SSD, HDD",16 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1660 Ti,Discrete,AMD,2.3 gigahertz,AMD 2nd Generation Ryzen 7,3750H,Windows 10 Home,True,None,Lithium-ion,1 inches,15.7 inches,11 inches,False,False,1 year,1 year,192876341636
589.99,True,14 inches,True,SSD,8 gigabytes,Other,2.3 gigahertz,AMD 2nd Generation Ryzen 7,3700U,Windows 10 Home,Lithium-ion,"Flex-14API 2-in-1 14"" Touch-Screen Gaming Laptop - AMD Ryzen 7 - 8GB Memory - AMD Radeon RX Vega 10 - 256GB SSD",Lenovo,81SS0002US,Black,True,14 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Integrated,AMD,2.3 gigahertz,AMD 2nd Generation Ryzen 7,3700U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,12.9 inches,9 inches,True,False,1 year,1 year,193268842915
2249.99,True,17.3 inches,False,SSD,16 gigabytes,NVIDIA GeForce RTX 2070,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-ion,"ROG Zephyrus S GX701 17.3"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2070 - 1TB Solid State Drive",ASUS,GX701GWDB76,Black,True,17.3 inches,1920 x 1080 (Full HD),False,LCD,SSD,16 gigabytes,DDR4,NVIDIA GeForce RTX 2070,"Discrete, Integrated",Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-ion,0.7 inches,15.7 inches,10.7 inches,False,False,1 Year,1 Year,192876328934
97.99,False,14 inches,False,SSD,4 gigabytes,Intel HD Graphics,1.4 gigahertz,Intel Celeron,2955U,Chrome OS,Lithium-ion,"14"" Chromebook - Intel Celeron - 4GB Memory - 16GB Solid State Drive - Pre-Owned",HP,CHROMEBOOK 14 G1 SD,White,False,14 inches,1366 x 768 (HD),False,Widescreen LED,SSD,4 gigabytes,Not provided,Intel HD Graphics,Integrated,Intel,1.4 gigahertz,Intel Celeron,2955U,Chrome OS,False,None,Lithium-ion,0.9 inches,13.6 inches,9.4 inches,False,False,90 days,Not Available,841631132650
219.99,True,11.6 inches,False,eMMC,4 gigabytes,AMD Radeon R4,11.6 gigahertz,AMD A4,A4-9120C,Chrome OS,Lithium-ion polymer,"11.6"" Chromebook - AMD A4-Series - 4GB Memory - 16GB eMMC Flash Memory",HP,6KJ19UT#ABA,Black,True,11.6 inches,1366 x 768 (HD),False,LED,eMMC,4 gigabytes,DDR4 SDRAM,AMD Radeon R4,Integrated,AMD,11.6 gigahertz,AMD A4,A4-9120C,Chrome OS,True,None,Lithium-ion polymer,0.71 inches,12 inches,8.18 inches,True,True,1 Year,1 Year,193808440571
509.99,True,15.6 inches,False,SSD,8 gigabytes,Intel UHD Graphics 620,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Home,Lithium-ion,"Aspire 5 15.6"" Laptop - Intel Core i5 - 8GB Memory - 512GB Solid State Drive",Acer,A5155455ZD,Black,True,15.6 inches,1366 x 768 (HD),False,Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,14.3 inches,9.9 inches,False,False,1 year,1 year,193199282989
1263.99,True,15.6 inches,False,SSD,16 gigabytes,Other,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-polymer,"Zenbook 15 15.6"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 Max-Q - 512GB Solid State Drive",ASUS,UX533FDDH74,Blue,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,Other,Discrete,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,True,None,Lithium-polymer,0.7 inches,13.9 inches,8.7 inches,False,False,1 year,1 year,192876114438
2799.99,True,17.3 inches,False,SSD,32 gigabytes,NVIDIA GeForce RTX 2080,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,Lithium-ion,"ROG Zephyrus S 17.3"" Gaming Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce RTX 2080 - 1TB Solid State Drive",ASUS,GX701GXXB78,Black,True,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,32 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2080,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,False,None,Lithium-ion,0.7 inches,15.7 inches,10.7 inches,False,False,1 year,1 year,192876340400
269.99,False,14 inches,True,eMMC,4 gigabytes,Other,1.5 gigahertz,AMD A4,A4-9120e,Windows 10 Home in S mode,Lithium-ion,"Stream 14"" Touch-Screen Laptop - AMD A4-Series - 4GB Memory - AMD Radeon R3 - 64GB eMMC Flash Memory",HP,S14-DS0110NR,White,False,14 inches,1366 x 768 (HD),True,Touchscreen Widescreen LED-LCD,eMMC,4 gigabytes,DDR4 SDRAM,Other,Integrated,AMD,1.5 gigahertz,AMD A4,A4-9120e,Windows 10 Home in S mode,True,None,Lithium-ion,0.7 inches,13.3 inches,8.9 inches,True,False,1 year,1 year,193905104178
1599.99,True,15.6 inches,True,SSD,16 gigabytes,Intel UHD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-polymer,"gram 15.6"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 1TB Solid State Drive",LG,15Z990-R.AAS9U1,Silver,True,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,True,None,Lithium-polymer,0.7 inches,14.1 inches,9 inches,False,False,1 Year,1 Year,719192629462
301.99,False,14 inches,False,HDD,8 gigabytes,Intel HD Graphics,2.3 gigahertz,Intel 5th Generation Core i5,i5-5300U,Windows 10 Pro,Lithium-ion,"ThinkPad T450 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 500GB Hard Drive",Lenovo,T450.I5.8.500.PRO,Black,False,14 inches,1366 x 768 (HD),False,Widescreen LCD,HDD,8 gigabytes,Not provided,Intel HD Graphics,Integrated,Intel,2.3 gigahertz,Intel 5th Generation Core i5,i5-5300U,Windows 10 Pro,False,None,Lithium-ion,,,,False,False,18 months,18 months,841631129421
269.99,False,14 inches,False,eMMC,4 gigabytes,Other,1.5 gigahertz,AMD A4,A4-9120e,Windows 10 Home in S mode,Lithium-ion,"Stream 14"" Laptop - AMD A4-Series - 4GB Memory - AMD Radeon R3 - 64GB eMMC Flash Memory",HP,S14-DS0160NR,Pink,False,14 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,eMMC,4 gigabytes,DDR4 SDRAM,Other,Integrated,AMD,1.5 gigahertz,AMD A4,A4-9120e,Windows 10 Home in S mode,True,None,Lithium-ion,0.7 inches,13.3 inches,8.9 inches,True,False,1 year,1 year,193905104239
521.99,False,15.6 inches,False,SSD,8 gigabytes,Other,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Windows 10 Home in S mode,Lithium-ion,"IdeaPad 330S 15.6"" Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive",Lenovo,81F5018TUS,Gray,False,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Windows 10 Home in S mode,True,None,Lithium-ion,0.76 inches,14.1 inches,9.6 inches,True,False,1 year,1 year,193268633285
649.99,False,17.3 inches,True,"SSD, HDD",8 gigabytes,Intel UHD Graphics 620,2.3 gigahertz,Intel 7th Generation Core i3,i3-7020U,Windows 10 Home,Lithium-ion,"17.3"" Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 1TB Hard Drive + 128GB Solid State Drive",HP,17-BY0070NR,Jet Black,False,17.3 inches,1600 x 900 (HD+),True,Touchscreen Widescreen LED-LCD,"SSD, HDD",8 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,2.3 gigahertz,Intel 7th Generation Core i3,i3-7020U,Windows 10 Home,True,DVD-RW,Lithium-ion,1 inches,16.3 inches,10.7 inches,True,False,1 year,1 year,193905350117
479.99,True,13.3 inches,False,SSD,4 gigabytes,Intel HD Graphics 3000,2.3 gigahertz,Intel Core i5,,Mac OS,Lithium-polymer,"MacBook Pro 13.3"" Pre-owned Laptop - Intel Core i5 - 4GB Memory - 320GB",Apple,MC700LLA,Silver,True,13.3 inches,1280 x 800 (WXGA),False,Full HD Widescreen LED,SSD,4 gigabytes,DDR3 SDRAM,Intel HD Graphics 3000,Integrated,Intel,2.3 gigahertz,Intel Core i5,,Mac OS,True,DVD-ROM,Lithium-polymer,,,,False,False,90 days,90 days,885909436705
419.95,True,13.3 inches,False,HDD,4 gigabytes,Other,2.4 gigahertz,Intel Core 2 Duo,Core 2 Duo,Mac OS,Lithium-polymer,"MacBook Pro 13.3"" Laptop - Intel Core 2 Duo - 4GB Memory - 250GB Hard Drive - Pre-Owned",Apple,MC374LL/A,Silver,True,13.3 inches,1280 x 800 (WXGA),False,Widescreen LED,HDD,4 gigabytes,DDR3 SDRAM,Other,Discrete,Intel,2.4 gigahertz,Intel Core 2 Duo,Core 2 Duo,Mac OS,True,"DVD+RW DL, DVD-RW",Lithium-polymer,0.9 inches,12.8 inches,8.9 inches,True,False,Not Available,Not Available,657597276334
1299.99,True,13.3 inches,False,SSD,8 gigabytes,Intel Iris Plus Graphics 640,2.3 gigahertz,Intel 7th Generation Core i5,Not Available,Mac OS,Lithium-polymer,"MacBook Pro® - 13"" Display - Intel Core i5 - 8 GB Memory - 128GB Flash Storage",Apple,MPXR2LL/A,Silver,True,13.3 inches,2560 x 1600 (Retina),False,LED,SSD,8 gigabytes,LPDDR3,Intel Iris Plus Graphics 640,Integrated,Intel,2.3 gigahertz,Intel 7th Generation Core i5,Not Available,Mac OS,True,None,Lithium-polymer,0.59 inches,11.97 inches,8.36 inches,True,True,1 year limited,1 year limited,190198393401
329.99,False,11.6 inches,True,eMMC,4 gigabytes,Intel HD Graphics 500,1.1 gigahertz,Intel Celeron,N3350,Chrome OS,Lithium-ion,"2-in-1 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory",HP,11-AE120NR,White,False,11.6 inches,1366 x 768 (HD),True,Touchscreen Widescreen LED-LCD,eMMC,4 gigabytes,Not provided,Intel HD Graphics 500,Integrated,Intel,1.1 gigahertz,Intel Celeron,N3350,Chrome OS,True,None,Lithium-ion,0.8 inches,12 inches,8.2 inches,True,False,1 year,1 year,193015013162
82.99,True,11.6 inches,False,SSD,4 gigabytes,Intel HD Graphics,1.5 gigahertz,Intel Celeron,3205U,Chrome OS,Lithium-ion polymer,"11.6"" Chromebook - Intel Celeron - 4GB Memory - 16GB Solid State Drive - Preowned",Acer,C740-4.SD,Black,True,11.6 inches,1366 x 768 (HD),False,LCD,SSD,4 gigabytes,DDR3L SDRAM,Intel HD Graphics,Integrated,Intel,1.5 gigahertz,Intel Celeron,3205U,Chrome OS,True,None,Lithium-ion polymer,0.8 inches,11.3 inches,8 inches,False,False,Not Available,Not Available,841631136306
1599.99,True,15.6 inches,False,"SSD, HDD",16 gigabytes,NVIDIA GeForce GTX 1660 Ti,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-ion,"15.6"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1660 Ti - 1TB Hybrid Drive + 256GB SSD",Alienware,AWM15-7411SLV-PUS,Silver,True,15.6 inches,1920 x 1080 (Full HD),False,Widescreen LCD,"SSD, HDD",16 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1660 Ti,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-ion,0.8 inches,14.3 inches,10.8 inches,False,False,1 year,1 year,884116316411
679.99,True,13.3 inches,False,SSD,4 gigabytes,Intel HD Graphics 5000,1.4 gigahertz,Intel 4th Generation Core i5,i5-4260U,Mac OS,Lithium-polymer,"MacBook Air 13.3"" Laptop - Intel Core i5 - 4GB Memory - 128GB Solid State Drive - Pre-Owned",Apple,MD760LL/B,Silver,True,13.3 inches,1440 x 900 (WXGA+),False,Full HD Widescreen LED,SSD,4 gigabytes,LPDDR3,Intel HD Graphics 5000,Integrated,Intel,1.4 gigahertz,Intel 4th Generation Core i5,i5-4260U,Mac OS,True,None,Lithium-polymer,0.7 inches,12.8 inches,8.9 inches,True,False,Not Available,Not Available,604714513780
190.99,True,15.6 inches,True,eMMC,4 gigabytes,Intel HD Graphics 500,1.1 gigahertz,Intel Celeron,N3350,Chrome OS,Lithium-ion,"15.6"" Refurbished Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory",Acer,NX.GPTAA.008,Silver,True,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,eMMC,4 gigabytes,Not provided,Intel HD Graphics 500,Integrated,Intel,1.1 gigahertz,Intel Celeron,N3350,Chrome OS,True,None,Lithium-ion,0.7 inches,14.9 inches,10.1 inches,False,False,90 days,90 days,841631128004
439.99,False,15.6 inches,False,HDD,4 gigabytes,Other,3.1 gigahertz,AMD A9,A9-9425,Windows 10 Home,Lithium-ion,"15.6"" Gaming Laptop - AMD A9-Series - 4GB Memory - AMD Radeon R5 - 1TB Hard Drive",HP,15-DB0049NR,Pink,False,15.6 inches,1366 x 768 (HD),False,Widescreen LED,HDD,4 gigabytes,DDR4 SDRAM,Other,Integrated,AMD,3.1 gigahertz,AMD A9,A9-9425,Windows 10 Home,True,DVD-RW,Lithium-ion,0.9 inches,14.8 inches,9.7 inches,True,False,1 year,1 year,193424869978
279.99,False,14 inches,True,eMMC,4 gigabytes,AMD Radeon R4,1.6 gigahertz,AMD A4,A4-9120C,Chrome OS,Lithium-ion,"14"" Touch-Screen Chromebook - AMD A4-Series - 4GB Memory - AMD Radeon R4 - 32GB eMMC Flash Memory",HP,14-DB0060NR,Gray,False,14 inches,1366 x 768 (HD),True,Touchscreen Widescreen LED-LCD,eMMC,4 gigabytes,DDR4 SDRAM,AMD Radeon R4,Integrated,AMD,1.6 gigahertz,AMD A4,A4-9120C,Chrome OS,True,None,Lithium-ion,0.7 inches,13.3 inches,8.9 inches,False,False,1 year,None,193424666942
849.99,True,15.6 inches,True,SSD,12 gigabytes,Intel UHD Graphics 620,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Home,Lithium-polymer,"15.6"" Touch-Screen Laptop - Intel Core i5 - 12GB Memory - 256GB Solid State Drive",ASUS,Q506FA-BI5T8,Black,True,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,12 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Home,True,None,Lithium-polymer,0.8 inches,14.1 inches,8.9 inches,False,False,1 year,1 year,192876244982
394.99,False,13.3 inches,True,eMMC,4 gigabytes,Other,2.1 gigahertz,MediaTek,MT8173,Chrome OS,Lithium-polymer,"R 13 2-in-1 13.3"" Touch-Screen Chromebook - MT8173 - 4GB Memory - 64GB eMMC Flash Memory",Acer,CB5312TK0YQ,Silver,False,13.3 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,eMMC,4 gigabytes,LPDDR3,Other,Integrated,MediaTek,2.1 gigahertz,MediaTek,MT8173,Chrome OS,True,None,Lithium-polymer,0.6 inches,12.8 inches,9 inches,False,False,1 year,1 year,888863868551
1799.99,True,15.6 inches,True,SSD,16 gigabytes,NVIDIA GeForce MX150,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-ion,"Spectre x360 2-in-1 15.6"" 4K OLED Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 1TB SSD + Optane",HP,15-DF0043DX,Gray,True,15.6 inches,3840 x 2160 (4K),True,Touchscreen Widescreen LED-LCD,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce MX150,Discrete,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,True,None,Lithium-ion,0.8 inches,14.2 inches,9.8 inches,True,False,1 year,1 year,193808603402
569.99,True,14 inches,True,eMMC,4 gigabytes,Intel UHD Graphics 615,1.1 gigahertz,Intel Core m3,m3-8100Y,Chrome OS,Lithium-ion,"Flip C434TA 2-in-1 14"" Touch-Screen Chromebook - Intel Core m3 - 4GB Memory - 64GB eMMC Flash Memory",ASUS,C434TA-DSM4T,Silver,True,14 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,eMMC,4 gigabytes,LPDDR3,Intel UHD Graphics 615,Integrated,Intel,1.1 gigahertz,Intel Core m3,m3-8100Y,Chrome OS,True,None,Lithium-ion,0.6 inches,12.6 inches,8 inches,False,False,1 year,1 year,192876215647
559.99,False,11.6 inches,False,SSD,4 gigabytes,Other,1.6 gigahertz,Intel 5th Generation Core i5,,Mac OS,Lithium-polymer,"MacBook Air 11.6"" Laptop - Intel Core i5 - 4GB Memory - 128GB Flash Storage - Pre-Owned",Apple,MJVM2LL/A,Silver,False,11.6 inches,1366 x 768 (HD),False,Widescreen LED,SSD,4 gigabytes,LPDDR3,Other,Integrated,Intel,1.6 gigahertz,Intel 5th Generation Core i5,,Mac OS,True,None,Lithium-polymer,0.7 inches,11.8 inches,7.6 inches,True,False,Not Available,Not Available,643907578014
999.0,True,13.3 inches,True,SSD,16 gigabytes,Intel UHD Graphics 615,1.3 gigahertz,Intel 8th Generation Core i5,i5- 8200Y,Chrome OS,Lithium-ion polymer,"Pixelbook Go 13.3"" Touch-Screen Chromebook - Intel Core i5 - 16GB Memory - 128GB Solid State Drive",Google,GA00523-US,Black,True,13.3 inches,1920 x 1080 (Full HD),True,LCD,SSD,16 gigabytes,LPDDR3,Intel UHD Graphics 615,Integrated,Intel,1.3 gigahertz,Intel 8th Generation Core i5,i5- 8200Y,Chrome OS,True,None,Lithium-ion polymer,0.5 inches,12.2 inches,8.1 inches,True,True,1 Year,1 Year,193575002392
91.99,False,11.6 inches,False,eMMC,4 gigabytes,Intel HD Graphics,1.83 gigahertz,Intel Celeron,N2930,Chrome OS,Lithium-ion,"ThinkPad 11.6"" Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Preowned",Lenovo,THINKPAD11E.SD,Black,False,11.6 inches,1366 x 768 (HD),False,LED,eMMC,4 gigabytes,DDR3L,Intel HD Graphics,Integrated,Intel,1.83 gigahertz,Intel Celeron,N2930,Chrome OS,True,None,Lithium-ion,0.86 inches,11.8 inches,8.27 inches,True,True,Not Available,Not Available,841631133121
279.99,False,14 inches,False,SSD,8 gigabytes,Intel HD Graphics,2.3 gigahertz,Intel 5th Generation Core i5,i5-5300U,Windows 10 Pro,Lithium-ion,"ThinkPad T450 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 180GB Solid State Drive",Lenovo,T450.I5.8.180SSD.PRO,Black,False,14 inches,1366 x 768 (HD),False,Widescreen LCD,SSD,8 gigabytes,Not provided,Intel HD Graphics,Integrated,Intel,2.3 gigahertz,Intel 5th Generation Core i5,i5-5300U,Windows 10 Pro,False,None,Lithium-ion,,,,False,False,18 months,18 months,841631129261
