"Price	Screen Size	Max Screen Resolution	Processor	RAM	Hard Drive	Graphics Coprocessor	Chipset Brand	Card Description	Wireless Type	Number of USB 2.0 Ports	Number of USB 3.0 Ports	Brand Name	Series	Item model number	Operating System	Item Weight	Product Dimensions	Item Dimensions L x W x H	Color	Processor Brand	Processor Count	Computer Memory Type	Flash Memory Size	Hard Drive Interface	Hard Drive Rotational Speed	Optical Drive Type	Batteries	Screen Resolution	Average Battery Life (in hours)	Hardware Platform	Rear Webcam Resolution	Power Source	Voltage	Memory Speed	California residents	Graphics Card Ram Size	National Stock Number	Package Dimensions	Audio-out Ports (#)	Battery Type",,,,,,
"$833.17	0.01 inches		2 GHz Core i7 Family	8 GB DDR4	256 GB Flash Memory Solid State	Intel UHD Graphics 630	Intel	Integrated				Dell	5070	5070	Windows 10 Professional	6.45 pounds	7 x 1.4 x 7.2 inches	7 x 1.4 x 7.2 inches		Intel	1	DDR4 SDRAM	8	Solid State	1 RPM	None				PC				2 GHz						",,,,,,
"$935.00	13.3 inches	3840 x 2160	1.6 GHz Core i7 8550U	8 GB DDR4	1 TB HDD	Intel UHD Graphics 620	intel	Integrated	802.11ac"," Bluetooth			Lenovo	Ideapad	720S	Windows 10 Pro	4.3 pounds	12 x 8.4 x 0.5 inches	12.04 x 8.42 x 0.54 inches	Mineral Grey	Intel	4	DDR4 SDRAM		Solid State				3840 x 2160	8 hours	PC		AC & Battery								",,,,,
$1 ,"340.00			1.8 GHz Intel Core i7	16 GB	512 GB	Intel UHD 620 Graphics						LG	17Z990-R.AAC9U1		Windows 10 Home	2.95 pounds				Intel	1	DDR4 SDRAM		Solid State			1 Lithium ion batteries required. (included)			PC								19.5 x 12.5 x 2.5 inches		",,,,,
"$594.77	15.6 inches		3.9 GHz Core i5 Family	8 GB DDR4	256 GB Flash Memory Solid State	Intel HD Graphics 620	Intel	Integrated	802.11ac	2	2	Acer	A515-52-526C	A515-52-526C	Windows 10 Home	4.41 pounds	14.3 x 9.7 x 0.7 inches	14.31 x 9.74 x 0.71 inches		Intel	4		256.00	Solid State		No Optical Drive	1 Lithium ion batteries required. (included)		7 hours											",,,,,,
"$289.00	14 inches		1.1 GHz Intel Celeron	4 GB DDR3	32 GB SSD	Intel HD Graphics 500	Intel	Integrated	802.11a			HP	HP 14'' Touch Chromebook	HP 14'' Touch Chromebook	Chrome OS	4.67 pounds	13.3 x 8.9 x 0.7 inches	13.27 x 8.94 x 0.72 inches	Grey	Intel	1	DDR3 SDRAM	32 GB	Serial ATA			1 Lithium Polymer batteries required. (included)	1366x768		PC		AC & Battery								",,,,,,
"$96.77	10.1 inches	1280x800	1.3 GHz Cortex	2 GB SDRAM DDR3	32 GB	Mali 400 MP2			802.11bgn", Bluetooth," Radio Frequency	1		FLYINGTECH	Touch			1.9 pounds	9.8 x 6.6 x 0.3 inches	9.76 x 6.57 x 0.34 inches	Black	MTK	4	DDR3 SDRAM	32 GB	USB			1 Lithium ion batteries required. (included)	1280x800	5 hours	Android Go 8.1	5 MP	AC & Battery				32 GB				",,,,
"$135.99			1.92 GHz Intel Atom	4 GB ddr3_sdram	64 GB	Intel HD Graphics						HIRUNS		T5 PRO	Windows 10	9.6 ounces			T5 PRO 4+64G	Intel	4	DDR5 SDRAM		Ethernet 100Base-TX						PC								6.4 x 5.3 x 2.5 inches		",,,,,,
"$274.98	11.6 inches	1366 x 768	1.8 GHz AMD A Series	4 GB	128 TB SSD	AMD Radeon R5	AMD		802.11b/g", 802.11bgn," 802.11b			Dell	Dell	Dell	Windows 10 Home	2.57 pounds	11.3 x 7.8 x 0.8 inches	11.31 x 7.79 x 0.75 inches		AMD	2	DDR4 SDRAM	128 GB	Serial ATA			1 Lithium Polymer batteries required. (included)	1366 x 768		PC										",,,,
"$625.00		3840x2160	2.4 GHz Core i7-5550U	16 GB DDR3L	512 GB mechanical_hard_drive	Intel HD Graphics 5500		Intel HD Graphics 5500	802.11bgn			KINGDEL	mini computer	NC960	Windows 10	3.97 pounds	8.9 x 2 x 7 inches	8.86 x 1.97 x 7 inches		Intel	2	DDR3 SDRAM	512 GB	Solid State			1 Lithium Metal batteries required. (included)			Windows			12 volts							",,,,,,
"$448.00	15.6 inches		1.6 GHz Intel Core i5	8 GB SO-DIMM	256 GB SSD	Intel UHD Graphics 620	Intel	Integrated	802.11ac			Dell	850011104200		Windows 10	4.41 pounds	15 x 10.2 x 0.8 inches	15 x 10.2 x 0.8 inches		Intel	4	DDR4 SDRAM		Solid State			1 Lithium ion batteries required. (included)	1366x768		PC										",,,,,,
"$580.00	15.6 inches	1920x1080	1 GHz Intel Core i5	12 GB	512 GB PCIe SSD	Intel ICL-U UHD Graphics	intel		802.11ac			Dell	Inspiron	15 3000	Windows 10	4.41 pounds	15 x 10.2 x 0.9 inches	14.96 x 10.16 x 0.89 inches		Intel	4	DDR4 SDRAM		PCIE x 4			1 Lithium ion batteries required.	1920x1080		PC										",,,,,,
"$326.88	15.6 inches	1920x1080	3 GHz AMD A Series	8 GB	1 TB HDD 5400 rpm	AMD Radeon R5	amd		802.11ac			Acer	Aspire 3	Aspire 3	Windows 10	4.41 pounds	15 x 10.2 x 0.8 inches	15.02 x 10.2 x 0.82 inches		AMD	2	DDR4 SDRAM		Serial ATA	5400 RPM		1 Lithium Polymer batteries required. (included)	1920x1080		PC										",,,,,,
"$665.00	10.1 inches								Bluetooth			MobileDemand"," LC	Flex 10A	FLEX10A	Windows 10 Pro	2.42 pounds	10.5 x 1.2 x 7 inches	10.5 x 1.2 x 7 inches		Intel	4								8 hours	Windows		AC & Battery								",,,,,
"$405.00	14 inches	1366 x 768	2.1 GHz Intel Core i3	8 GB	512 GB flash_memory_solid_state	Intel UHD Graphics 620	intel	Integrated	802.11b/g", 802.11bgn," 802.11b			HP	Notebook		Windows 10	5 pounds				Intel	2	DDR4 SDRAM		Serial ATA						PC								15 x 12 x 3 inches		",,,,
"$102.99	10.1 inches	1920 x 1200		2 GB	32 GB	1080P			802.11abg", 802.11a/b/g/n," 802.11a			BENEVE			Android 7.0 Nougat	2.55 pounds			Blue		4		32 GB				1 Lithium Polymer batteries required. (included)		3 hours	Android	5 MP	Battery						13.3 x 8.7 x 1.6 inches		",,,,
"$676.00	15.6 inches	1920x1080	1.6 GHz Intel Core i5	16 GB	1 TB flash_memory_solid_state	Intel HD Graphics 620	intel	Integrated	802.11ac			Dell	Inspiron	15 5570	Windows 10	4.41 pounds	14.9 x 10.2 x 0.9 inches	14.9 x 10.16 x 0.89 inches		Intel	4	DDR4 SDRAM	512 GB	Serial ATA			1 Lithium ion batteries required. (included)	1920x1080		PC										",,,,,,
"$89.88	10 inches	1920 x 1080	1.5 GHz MTK 8121	4 GB DDR3_SDRAM	64 GB	Octa core			802.11b/g", 802.11bgn," 802.11b			TenYiDe	tablet-107-black	tablet-108	Android 7.0 Nougat	1.76 pounds	9.4 x 6.7 x 0.3 inches	9.45 x 6.69 x 0.31 inches	Black		8	DDR3 SDRAM	64 GB				1 Lithium Polymer batteries required. (included)	1920x1080	5 hours	Android	5 MP	Corded-Electric"," Battery								",,,
$1 ,"164.02	14 inches	1920 x 1080	1.8 GHz 8032	DDR4	SSD	Intel UHD Graphics 620	Intel	Integrated			2	Lenovo	Thinkpad T490s	20NX-002JUS		12.3 ounces	17.6 x 17.5 x 11.9 inches	17.6 x 17.5 x 11.9 inches		Intel	1		256.00	Solid State	1 RPM	No Optical Drive	1 Lithium ion batteries required. (included)	1920x1080	20 hours	PC	720 MP	AC & Battery	120 volts							",,,,,
$1 ,"150.54	15.6 inches	1920x1080	2.2 GHz Intel Core i7	24 GB DDR4	1 TB HDD 7200 rpm + 256GB NVMe SSD	NVIDIA GeForce GTX 1060	nvidia	Dedicated	802.11ac	2		Acer	Acer Predator Helios	300	Windows 10	10.3 pounds	15 x 10 x 1.1 inches	15 x 10 x 1.1 inches	Black	Intel	6	DDR4 SDRAM	256 GB	Serial ATA	5400 RPM			1920x1080		PC		AC & Battery								",,,,,
"$638.76	14 inches	1366 x 768	1.6 GHz Intel Core i5	16 GB	512 GB flash_memory_solid_state	Intel UHD Graphics 620	intel	Integrated	802.11b/g", 802.11ac, 802.11bgn," 802.11b			HP	440 G6	440 G6	Windows 10 Pro	3.53 pounds	13.3 x 8.9 x 0.9 inches	13.3 x 8.9 x 0.89 inches		Intel	4	DDR4 SDRAM	512 GB	Solid State			1 Lithium ion batteries required. (included)	1366 x 768		PC										",,,
$1 ,"668.00	15.6 inches	1920 x 1080	8032	NA	flash_memory_solid_state		nvidia	Integrated		1		Lenovo	Lenovo Thinkpad	NA		6.2 pounds	9.8 x 14.4 x 0.8 inches	9.8 x 14.4 x 0.8 inches			1		512.00	Serial ATA	0.1	None														",,,,,
"$270.48	15.6 inches		2.7 GHz AMD A Series	4 GB	128 GB flash_memory_solid_state	AMD Radeon R7	amd	Dedicated				ASUS	ASUS VivoBook	F510QA	Windows 10	5 pounds	9 x 20 x 3 inches	9 x 20 x 3 inches		AMD	2	DDR DRAM	128 GB	Solid State			1 Lithium ion batteries required. (included)			PC										",,,,,,
"$229.87	21 inches	400 pixels	1.5 GHz Intel Celeron	4 GB SDRAM	64 GB flash_memory_solid_state	AMD Radeon 520	INTEL	Integrated	802.11bgn"," 802.11ac	1	1	AWOW	PC STICK	NV41S	Windows 10 Professional	13.4 ounces	5.3 x 2.2 x 0.7 inches	5.35 x 2.24 x 0.71 inches	Black	Intel	4	DDR SDRAM	64.00	Solid State	7200 RPM	None	1 Lithium Polymer batteries required. (included)	3840 x 2160	3 years	PC	500 MP	5V3A DC IN		1.5 GHz		256 MB				",,,,,
$1 ,"020.55	21.5 inches	1920 x 1080 pixels	3 GHz Core i5 Family	500 GB DDR4 SDRAM	500 GB Mechanical Hard Drive	Intel UHD Graphics 630	Intel	Integrated		2		Dell	5270	5270	Windows 10 Professional	12.65 pounds	2.1 x 19.6 x 13 inches	2.1 x 19.6 x 13 inches		Intel	1	DDR4 SDRAM	500.00	Serial ATA	7200 RPM	None				PC										",,,,,
"$559.99	8 inches	1280 x 800	1.33 GHz Intel Atom	4 GB Emmc 64G		Intel® HD Graphics			802.11abg	2		Vanquisher	Touch		Windows 10 Professional	1.39 pounds	9 x 5.8 x 0.7 inches	8.98 x 5.79 x 0.65 inches	Black	Intel	4	DDR3 SDRAM	64 GB				1 Lithium ion batteries required.	1280x800	8 hours	Windows	5 MP	Integrated rechargeable Li-ion battery								",,,,,,
"$63.88	7 inches	1024 x 600	1.2 GHz	1 GB	16 GB	CPU			802.11b/g", 802.11bgn," 802.11b			ZONKO			Android 7.1 Nougat	1.28 pounds			Green		4		16 GB						10 years	Android	2 MP	Corded-Electric"," Battery						8.7 x 6.3 x 2 inches		",,,
"$599.00	15.6 inches	1920 x 1080	1.8 GHz Intel Core i7	8 GB	256 GB SSD	Intel UHD Graphics 620	Intel	Integrated	802.11ac			Dell	Dell	Dell	Windows 10 Home	4.48 pounds	15 x 10.2 x 0.8 inches	14.96 x 10.16 x 0.78 inches		Intel	4	DDR4 SDRAM		Serial ATA			1 Lithium ion batteries required.	1920 x 1080		PC										",,,,,,
"$448.00	13.3 inches	1920x1080	2.2 GHz Core M 6Y30	8 GB	256 GB flash_memory_solid_state	Intel HD Graphics 515	intel	Integrated	802.11bgn", 802.11ac," Bluetooth			CHUWI	Aerobook		Windows 10	3.98 pounds	12.2 x 8.3 x 0.6 inches	12.2 x 8.27 x 0.63 inches		Intel	2	DDR3 SDRAM		Solid State			1 Nonstandard Battery batteries required. (included)		9 hours	PC										",,,,
$1 ,"299.00	15.6 inches	1920x1080	2.6 GHz Intel Core i7	16 GB SDRAM	500 GB SSD	NVIDIA GeForce RTX 2060	NVIDIA	dedicated	802.11ac			PROSTAR	NH58RDQ	NH58RDQ	Windows 10	5 pounds	10.2 x 14.2 x 1.1 inches	10.16 x 14.21 x 1.1 inches		Intel	6	SDRAM		Serial ATA			1 Lithium ion batteries required. (included)	1920x1080		PC										",,,,,
$1 ,"231.59	15.6 inches	1 pixels	8032	ddr4_sdram	flash_memory_solid_state			Dedicated		1	1	Lenovo	ThinkCentre	10SF002CUS		15.43 pounds	6.5 x 12.7 x 16.1 inches	6.5 x 12.65 x 16.15 inches	black		6		512.00	ATA-4	1	DVD-W								2666 MHz		1				",,,,,
"$217.25	11.6 inches	1366x768	1.6 GHz AMD A Series	4 GB DDR4	64 GB eMMC	Radeon R4 Graphics		integrated	802.11b/g", 802.11bgn," 802.11b			Dell	Inspiron	11 3000	Windows 10	3.31 pounds	11.5 x 8 x 0.8 inches	11.48 x 7.95 x 0.82 inches	Red	AMD	2	DDR4 SDRAM					1 Lithium Polymer batteries required. (included)	1366x768		PC										",,,,
$1 ,"550.00	17.3 inches	1920 x 1080	2.6 GHz Intel Core i7	16 GB	1 TB SSD	NVIDIA GeForce GTX 1660 Ti 6GB	NVIDIA	dedicated	802.11ac			MSI	MSI	MSI	Windows 10 Home	5.51 pounds	12.8 x 9.2 x 0.7 inches	12.8 x 9.2 x 0.7 inches		Intel	6	DDR4 SDRAM		Serial ATA				1920 x 1080		PC										",,,,,
$1 ,"899.78	15.6 inches	1920 x 1080 pixels	2.6 GHz Core i7 Family	16 GB DDR4	512 GB Flash Memory Solid State	NVIDIA GeForce MX150	NVIDIA	Dedicated	802.11ac			Dell	5501	5501	Windows 10 Pro	4.14 pounds	9.3 x 14.1 x 1 inches	9.29 x 14.13 x 0.96 inches		Intel	1	DDR4 SDRAM	16	Solid State	0.01 RPM	No Optical Drive	1 Lithium ion batteries required. (included)			PC		Corded-Electric"," Battery								",,,,
$1 ,"599.99	15.6 inches	1920 x 1080	4.5 GHz Intel Core i7	16 GB DDR4	512 GB Flash Memory Solid State		NVIDIA	Dedicated	802.11ac		4	Acer	PH315-52-75DE	PH315-52-75DE	Windows 10 Home	9.85 pounds	14.2 x 10 x 0.9 inches	14.23 x 10.01 x 0.9 inches	Black	Intel	6		512.00	Solid State	0.1	No Optical Drive	1 Lithium ion batteries required. (included)									6 GB				",,,,,
"$274.90			2.4 GHz Intel Celeron	4 GB	64 GB	Intel UHD Graphics 600						MINIX			Windows 10 Professional	2.74 pounds	5.5 x 5.5 x 1.4 inches	5.47 x 5.47 x 1.38 inches		Intel	4	DDR SDRAM		Solid State			1 Lithium Metal batteries required. (included)			PC		DC								",,,,,,
"$699.99	15.6 inches	1920x1080	1.8 GHz Intel Core i7	12 GB DDR4	512 GB SSD	NVIDIA GeForce MX230 2GB GDDR5	nvidia	dedicated	802.11ac			Lenovo	IdeaPad	S340	Windows 10	5.4 pounds	14.1 x 9.6 x 0.7 inches	14.1 x 9.6 x 0.7 inches		Intel	4	DDR4 SDRAM		Solid State				1920x1080		PC		AC & Battery								",,,,,,
"$479.99			Intel Celeron	16 GB ddr4_sdram	64 GB							Shuttle	SH370R8	SH370R8	No Operating System	10.7 pounds	13.1 x 8.5 x 7.8 inches	13.07 x 8.5 x 7.8 inches		Intel																				",,,,,,
"$619.00			1.9 GHz Intel Core i7	32 GB DDR4	Mechanical Hard Drive			Integrated	802.11a", 802.11n, 802.11g," 802.11b	2	5	Intel (INBU7)	NUC7i7DNHE	BLKNUC7I7DNH1E	You choose	2.25 pounds	4.5 x 4.4 x 2 inches	4.53 x 4.4 x 2.05 inches		Intel	4	DDR4 SDRAM		Serial ATA	0.01	None							1.2 volts		Click here for Proposition 65 warning	32 GB				",,,
"$689.00			3.6 GHz AMD R Series	16 GB SDRAM DDR	128 GB Hybrid	4GB GDDR5 dedicated AMD Radeon RX 580 graphics	AMD	dedicated	Bluetooth"," 802.11ac	2		HP	HP Pavilion 690		Windows 10 Home	17.9 pounds	11 x 13.3 x 6.7 inches	11 x 13.3 x 6.7 inches	Black	AMD	4	DDR SDRAM		Solid State	7200 RPM	DVD-RW				Virtual Reality Ready Gaming Desktop Computer		AC & Battery		2666 MHz						",,,,,
"$587.71	11.6 inches	1366x768 pixels	2.3 GHz Intel Core i3	8 GB DIMM	256 GB Flash Memory Solid State	integrated_graphics	Intel	Integrated	Bluetooth	1	1	Lenovo	11e	20GB000SUS	Windows 10 Pro	3.31 pounds	4.5 x 10 x 13 inches	4.5 x 10 x 13 inches	Black	Intel	2	SODIMM	256.0	Serial ATA		No Optical Drive	1 Lithium Polymer batteries required. (included)			PC		AC & Battery		1600 MHz						",,,,,,
"$89.99	8 inches	1280x800	1.2 GHz	2 GB SDRAM DDR3	16 GB	Mali-400MP2			802.11bgn			Dragon Touch	Touch		Android	2.15 pounds	8.2 x 4.8 x 0.4 inches	8.19 x 4.84 x 0.39 inches		ARM	4	DDR3 SDRAM	16 GB	USB 2.0			1 Lithium Polymer batteries required. (included)	1280x800	3 hours	PC	2 MP	DC								",,,,,,
$1 ,"799.99	15.6 inches	1920x1080	4.3 GHz Intel Core i7	4 GB DDR4	512 GB SSD M.2 PCIe NVMe Opal2	NVIDIA Quadro P2000	NVIDIA	Dedicated	802.11g		2	Lenovo	ThinkPad P52	20M9000XUS	Windows 10 Pro	5.67 pounds	0.4 x 0.4 x 0.4 inches	0.39 x 0.39 x 0.39 inches	Black	Intel	2	DDR4 SDRAM	512.00	Solid State	2 RPM	No Optical Drive	100 Lithium ion batteries required. (included)	1920x1080		PC		AC & Battery		2400 MHz						",,,,,
$1 ,"149.99	14 inches	1920 x 1080	8032	DDR4_SDRAM	na	Radeon		Integrated				HP	EliteBook	SBUY EB 745G6		3.33 pounds	9.2 x 12.8 x 0.7 inches	9.2 x 12.8 x 0.7 inches			1		512.00	Ethernet	1 RPM	None						Corded-Electric				1 GB				",,,,,
"$947.99	14 inches	1920 x 1080	1.6 GHz Core i5 Family	16 GB	256 GB flash_memory_solid_state	Intel UHD Graphics 620	Intel	Integrated				HP	HP EliteBook 840 G6		Windows 10	3.27 pounds				Intel	4	DDR SDRAM		Solid State			1 Lithium ion batteries required. (included)		17.25 hours	PC				2400 MHz		6 MB		17.6 x 12 x 2.8 inches		",,,,,,
$1 ,"194.00	17.3 inches	1600 x 900	1.8 GHz Intel Core i7	32 GB	512 GB SSD	Intel UHD Graphics 620	Intel	Integrated	802.11b/g", 802.11bgn," 802.11b			HP	HP	HP	Windows 10 Home	5.71 pounds	12.8 x 9.2 x 0.7 inches	12.8 x 9.2 x 0.7 inches		Intel	4	DDR4 SDRAM	512 GB	Serial ATA			1 Lithium ion batteries required.	1600 x 900		PC										",,,
"$289.99	14 inches	1920 x 1080 pixels	1.8 GHz AMD A6	4 GB DDR4	Flash Memory Solid State		AMD	Integrated	801.11ac"," Bluetooth		2	Lenovo	Chromebook S345	81WX0001US	Chrome OS	3.28 pounds	12.9 x 8.9 x 0.7 inches	12.91 x 8.86 x 0.7 inches	Gray	AMD	1	DDR4 SDRAM	32	Solid State	7200 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)		10 hours					1666 GHz						",,,,,
"$879.00	15.6 inches			16 GB	flash_memory_solid_state		intel					HP	HP Envy	15M-DR1012DX	Windows 10 Home	8.8 ounces	14.1 x 9.7 x 0.7 inches	14.1 x 9.7 x 0.7 inches		Intel	4	DDR4 SDRAM					1 Lithium ion batteries required. (included)													",,,,,,
"$658.85	15.6 inches	1920 x 1080	2.1 GHz AMD R Series	8 GB	256 GB SSD	Radeon Vega 8 Graphics			802.11abg", 802.11a/b/g/n/ac, 802.11ac, 802.11a/b/g/n," 802.11a			HP	ENVY	x360	Windows 10	4.52 pounds	14.1 x 9.7 x 0.7 inches	14.1 x 9.7 x 0.7 inches		AMD	4	DDR4 SDRAM	256 GB	Solid State			1 Lithium ion batteries required. (included)	1920x1080		PC										",,
"$71.99	10.1 inches	1280 x 800	1.3 GHz	32 GB DDR3_SDRAM	16 GB	Quad Core			802.11b/g", 802.11bgn," 802.11b			YUNTAB			Android 5.1 Lollipop	1.12 pounds	9.4 x 0.3 x 6.3 inches	9.45 x 0.28 x 6.3 inches	Silver		4	DDR3 SDRAM	16 GB				1 Lithium Polymer batteries required. (included)			Android	0.3 MP	Corded-Electric"," Battery								",,,
"$549.00		3200x2000	3 GHz Intel Core i7	16 GB DDR3L	256 GB SSD	Intel HD Graphics 5000		integrated				KINGDEL	mini desktop computer	NC960	Windows 10 Professional	3.86 pounds	8.9 x 7 x 2 inches	8.86 x 7.01 x 1.97 inches	black	Intel	2	DDR3 SDRAM	256 GB	Solid State			1 Lithium Metal batteries required.			PC			12 volts							",,,,,,
"$999.99	15.6 inches	1920x1080	2.6 GHz Intel Core i7	16 GB DDR4	256 GB SSD	GTX 1650 4GB GDDR5	nvidia	dedicated	802.11ac			Lenovo	Lenovo Legion	Y545	Windows 10	9.54 pounds	14.2 x 10.5 x 1 inches	14.22 x 10.5 x 0.97 inches	Black	Intel	6	DDR4 SDRAM	256 GB	Solid State				1920x1080		PC		AC & Battery								",,,,,,
$1 ,"362.77	0.01		3.7 GHz Intel Core i7	16 GB DDR4	Flash Memory Solid State	Intel UHD Graphics 630	Intel	Integrated		4	1	Dell	Precision	467DG	Windows 10 Professional	20.6 pounds	13.6 x 7 x 13.2 inches	13.58 x 6.95 x 13.19 inches	Black	Intel	6		512.00	Serial ATA	0.01	DVD-RW				Windows		AC		2666 MHz		4 GB				",,,,,
"$449.95			3.2 GHz AMD R Series	8 GB ddr4_sdram	256 GB PCIe SSD	AMD Radeon Vega 11						HP	EliteDesk	705 G4	Windows 10 Professional	2.78 pounds	6.9 x 1.3 x 6.9 inches	6.9 x 1.3 x 6.88 inches		AMD	4	DDR SDRAM		PCIE x 4						PC										",,,,,,
"$499.00		3840x2160	2.4 GHz Intel Core i7	16 GB DDR3L	128 GB SSD	Intel Integrated Graphics		Intel HD Graphics 5500				KINGDEL	mini computer	NC960	Windows 10 Professional	3.86 pounds	8.9 x 2 x 7 inches	8.86 x 1.97 x 7.01 inches		Intel	2	DDR3 SDRAM	128 GB	Solid State			1 Lithium Metal batteries required. (included)			Windows										",,,,,,
"$41.99	7 inches	1024 x 600	1.5 GHz	1 GB	8 GB	Quad Core			802.11b/g", 802.11bgn," 802.11b			YUNTAB	Touch	Q88 regular	Android 4.4 KitKat	1.25 pounds			Blue	allwinner	4		8 GB				1 Lithium Polymer batteries required. (included)		6 hours	Android	0.3 MP	Corded-Electric"," Battery						8.3 x 5.4 x 2.6 inches		",,,
"$979.99	13 inches	2560 x 1600	3.1 GHz Phenom II X6 Six-Core 1100T	8 GB	512 GB flash_memory_solid_state	Intel	intel	Integrated	802.11ac			Apple	MF843LL/A	MF843LL/A	MAC OS	4 pounds	11 x 8 x 1 inches	11 x 8 x 1 inches		Intel	2	DDR3 SDRAM	256 GB	Ethernet			1 Lithium ion batteries required. (included)		12 hours	Mac										",,,,,,
"$544.00	0.1 inches		3.6 GHz AMD A Series	ddr4_sdram	flash_memory_solid_state			Integrated			7	HP	SBUY EliteDesk 705 G4	6XG59UT#ABA		2.79 pounds	2 x 4 x 8 inches	2 x 4 x 8 inches			1		256.00	Solid State	1 RPM	None										2 GB				",,,,,,
"$489.99			2.2 GHz Intel Core i5	4 GB DDR4	1 GB mechanical_hard_drive	Intel Iris Plus Graphics 640		Integrated	802.11a", 802.11b," 802.11g		4	Intel	BOXNUC7I5BNHXF	BOXNUC7i5BNHXF	Windows 10	1.31 pounds	4.5 x 4.4 x 2 inches	4.5 x 4.4 x 2 inches	Gunmetal	Intel	2	SDRAM		eSATA		None	1 Lithium ion batteries required. (included)			PC				2400 MHz	Click here for Proposition 65 warning	2 GB				",,,,
"$632.99	1		1.8 GHz 8032	4 GB A8	Flash Memory Solid State	Intel UHD Graphics 620	Intel	Integrated			7	ZOTAC	ZBOX-MI660NANO-P-U	ZBOX-MI660NANO-P-U		2.75 pounds	5 x 5 x 2 inches	5.03 x 4.98 x 2 inches		Intel	4		120.0	ATA-4	1	None								1 GHz		1				",,,,,,
"$659.00	15.6 inches	1920x1080	2.7 GHz Intel Core i7	8 GB DDR4	512 GB SSD	Intel HD Graphics 620	intel	Integrated	802.11ac	1		Dell	Dell Inspiron	15 5570	Windows 10	4.8 pounds	15.3 x 10.2 x 0.8 inches	15.3 x 10.2 x 0.8 inches	Black	Intel	2	DDR4 SDRAM	512 GB	Solid State				1920x1080		PC		AC & Battery								",,,,,,
"$449.00	12 inches	2160 x 1440 pixels	2.3 GHz Core i3 6100U	4 GB DDR3	128 GB SATA	integrated_graphics		Integrated	802.11ac		1	Acer	SA5-271	SA5-271-39N9	Windows 10	2.76 pounds	11.5 x 7.9 x 0.6 inches	11.5 x 7.93 x 0.62 inches	black	Intel	1		128.0				1 Lithium ion batteries required. (included)		8 hours	PC	2 MP									",,,,,,
"$839.99	15.6 inches	1920 x 1080	2.4 GHz Intel Core i5	16 GB SDRAM	512 GB SSD	NVIDIA GeForce GTX 1650	NVIDIA	dedicated	802.11ac			Lenovo	Ideapad L340 Gaming Laptop	LENOVO	Windows 10	4.84 pounds	14.3 x 10 x 0.9 inches	14.29 x 10.02 x 0.94 inches	Black	Intel	4	DDR4 SDRAM		Solid State				1920 x 1080	8 hours	PC	1.2 MP	AC & Battery								",,,,,,
"$439.00	15.6 inches	1366 x 768	2.3 GHz Pentium D	16 GB	512 GB SSD	Intel HD Graphics 610	Intel		802.11ac	1		Lenovo	ideapad	NA	Windows 10	5.29 pounds	14.3 x 9.9 x 0.8 inches	14.3 x 9.9 x 0.78 inches	Black	Intel	2	DDR SDRAM		Solid State			1 Lithium ion batteries required. (included)	1366x768		PC		Battery								",,,,,,
"$869.00	15.6 inches	1920x1080	2.2 GHz Core i7 8750H	8 GB DDR4	512 GB SSD	NVIDIA GeForce GTX 1050 Ti 4GB	nvidia	dedicated	802.11ac			Lenovo	Lenovo Legion	Y530	Windows 10	8.65 pounds	14.2 x 10.5 x 1 inches	14.17 x 10.51 x 0.98 inches	Black	Intel	6	DDR4 SDRAM	512 GB	Solid State				1920x1080		PC		AC & Battery								",,,,,,
$1 ,"691.86	15.6 inches	1920x1080 pixels	4.1 GHz Core i7 8750H	16 GB DDR4	128 GB 128GB PCIe M.2 SSD + 1TB (+8GB SSHD) Hybrid Drive	NVIDIA GeForce	Nvidia	Dedicated				Dell	Alienware M15	AWm15-7861SLV-PUS	Windows 10 Home	4.78 pounds	10.8 x 14.3 x 0.7 inches	10.8 x 14.3 x 0.7 inches	Black	Intel	6		16.00	Solid State	5400 RPM	No Optical Drive	1 Lithium ion batteries required. (included)			PC						6 GB				",,,,,
"$699.99	13.3 inches	1920x1080	2.5 GHz Core i5 7200U	12 GB DDR4	480 GB SSD	Intel HD Graphics 520	Intel	Integrated	802.11ac	1		ASUS	Q304	Q304	Windows 10	3.31 pounds	12.7 x 8.9 x 0.8 inches	12.7 x 8.9 x 0.8 inches	Silver	Intel	2	DDR4 SDRAM		Solid State				1920x1080	10 hours	PC										",,,,,,
$1 ,"399.00	15.6 inches	1920 x 1080	2.2 GHz Core i7 8750H	32 GB SDRAM	512 GB Hybrid	NVIDIA GeForce GTX 1060 6GB GDDR5	NVIDIA	dedicated	802.11ac			Dell	Alienware M15	DELL	Windows 10	4.85 pounds	14.3 x 10.8 x 0.8 inches	14.3 x 10.8 x 0.8 inches	Silver	Intel	6	DDR4 SDRAM	512 GB	Solid State			1 Lithium ion batteries required. (included)	1920 x 1080	6 hours	PC	1.2 MP	AC & Battery								",,,,,
"$424.99	15.6 inches	1920 x 1080 pixels	3.4 GHz AMD R Series	6 GB DDR4	1000 GB Hybrid Drive	AMD Radeon Vega 3	AMD	Integrated	802.11a", 802.11b," 802.11g	2	2	ASUS	VivoBook 15	F505ZA-DB31	Windows 10 Home	3.5 pounds	14.2 x 9.6 x 0.7 inches	14.2 x 9.6 x 0.7 inches		AMD	2	DDR4 SDRAM	8.0	Serial ATA	5400 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)		6 hours	PC			19 volts							",,,,
